date,Suhu rata-rata,Suhu maksimum,Suhu minimum,Kelembapan udara,Kecepatan angin,kecamatan
1/1/2020,23.09,27.42,19.49,85.02,1.2,Sawang
1/2/2020,22.97,27.5,19.07,84.41,1.23,Sawang
1/3/2020,23.56,27.5,20.59,88.64,1.11,Sawang
1/4/2020,23.6,27.77,20.94,87.54,1.08,Sawang
1/5/2020,23.52,27.54,20.41,86,0.9,Sawang
1/6/2020,23.45,27.58,20.5,86.86,1,Sawang
1/7/2020,23.12,27.57,19.18,85.98,0.92,Sawang
1/8/2020,23.71,28.12,19.86,86.71,1.01,Sawang
1/9/2020,23.44,27.08,20.56,89.81,0.8,Sawang
1/10/2020,23.84,27.76,20.81,84.58,0.86,Sawang
1/11/2020,23.34,26.07,21.35,90.91,0.84,Sawang
1/12/2020,23.66,27.21,21.35,88.23,0.82,Sawang
1/13/2020,24.01,27.88,21.18,87.29,0.87,Sawang
1/14/2020,24.4,28.04,21.92,87.8,0.81,Sawang
1/15/2020,23.69,27.87,19.95,87.04,0.87,Sawang
1/16/2020,23.85,27.94,21.02,86.24,0.94,Sawang
1/17/2020,24.01,28.11,20.97,87,0.87,Sawang
1/18/2020,24.06,28.28,20.41,86.6,0.93,Sawang
1/19/2020,24.19,28.07,21.04,88.21,0.81,Sawang
1/20/2020,24.32,28.22,21.55,90.03,0.95,Sawang
1/21/2020,23.66,27.13,21.26,90.8,0.95,Sawang
1/22/2020,23.57,27.7,20.53,87.86,1.13,Sawang
1/23/2020,23.82,28.29,20.08,87.15,0.9,Sawang
1/24/2020,24.34,28.54,21.66,87.92,0.9,Sawang
1/25/2020,24.15,28.41,21.05,86.77,0.92,Sawang
1/26/2020,23.85,27.53,21.4,86.04,0.91,Sawang
1/27/2020,23.97,27.22,21.32,90.52,1.19,Sawang
1/28/2020,24.22,27.75,22.17,90.84,1.18,Sawang
1/29/2020,23.12,26.1,21.05,90.87,1.03,Sawang
1/30/2020,23.37,27.24,20.13,87.91,0.97,Sawang
1/31/2020,23.43,26.75,21.31,88.72,1.24,Sawang
2/1/2020,24.08,28.32,20.42,86.6,0.97,Sawang
2/2/2020,23.73,25.6,21.92,93.84,1.28,Sawang
2/3/2020,23.35,27.63,20.38,86.79,1.1,Sawang
2/4/2020,23.05,27.28,19.54,83.19,1.01,Sawang
2/5/2020,23.02,27.58,18.82,84.77,0.84,Sawang
2/6/2020,23.79,27.32,20.82,88.09,1.08,Sawang
2/7/2020,23.35,26.38,21.2,89.48,0.83,Sawang
2/8/2020,23.7,28.34,20,83.88,0.89,Sawang
2/9/2020,23.72,28.07,20.41,84.34,0.88,Sawang
2/10/2020,23.52,27,21.38,88.35,1.13,Sawang
2/11/2020,23.86,26.98,21.53,93.83,1.11,Sawang
2/12/2020,24.37,28.81,21.1,89.14,0.98,Sawang
2/13/2020,24.51,27.8,22.34,90.73,0.65,Sawang
2/14/2020,24.75,28.32,22.39,88.54,0.85,Sawang
2/15/2020,24.3,27.99,22.27,90.4,0.92,Sawang
2/16/2020,24.02,27.59,21.71,89.9,0.92,Sawang
2/17/2020,24,27.43,21.86,87.24,0.49,Sawang
2/18/2020,23.09,24.83,21.28,87.84,0.43,Sawang
2/19/2020,23.63,26.55,21.1,87.63,0.96,Sawang
2/20/2020,23.46,27.91,19.86,86.22,1.28,Sawang
2/21/2020,23.34,27.76,20.23,86.72,1.56,Sawang
2/22/2020,23.56,27.54,20.34,87.22,1.57,Sawang
2/23/2020,23.11,26.19,21.2,89.99,1.27,Sawang
2/24/2020,24.04,27.72,21.56,87.28,1.44,Sawang
2/25/2020,24.21,28.31,20.98,88.11,1.07,Sawang
2/26/2020,24.33,28.23,21.55,87.87,1,Sawang
2/27/2020,24.57,28.94,21.51,85.99,1.02,Sawang
2/28/2020,24.49,28.81,20.85,87.22,0.74,Sawang
2/29/2020,24.79,28.73,21.32,85.82,0.92,Sawang
3/1/2020,24.63,28.05,22.3,88.4,0.85,Sawang
3/2/2020,25.14,29.14,22.21,84.09,0.77,Sawang
3/3/2020,24.81,28.79,21.79,86.32,0.91,Sawang
3/4/2020,24.89,29.04,21.87,85.24,0.92,Sawang
3/5/2020,24.95,28.55,22.61,85.95,0.67,Sawang
3/6/2020,24.26,26.59,22.59,89.61,0.68,Sawang
3/7/2020,24.72,28.03,22.61,82.68,0.54,Sawang
3/8/2020,25.01,28.62,22.57,85.13,0.85,Sawang
3/9/2020,24.89,28.26,22.89,90.09,1,Sawang
3/10/2020,24.63,27.98,22.03,88.8,1.07,Sawang
3/11/2020,24.94,28.55,22.27,84.88,0.79,Sawang
3/12/2020,25,28.92,22.55,85.62,0.83,Sawang
3/13/2020,25.25,29.29,22.3,83.41,0.73,Sawang
3/14/2020,25.27,30.08,21.11,85.1,1.09,Sawang
3/15/2020,25.11,29.34,22.05,86.32,1.12,Sawang
3/16/2020,25.06,28.78,22.06,88.2,1.09,Sawang
3/17/2020,24.87,28.4,22.45,85.29,0.7,Sawang
3/18/2020,24.67,28.72,21.98,84.22,0.91,Sawang
3/19/2020,24.66,28.91,21.57,77.15,0.87,Sawang
3/20/2020,24.73,28.98,21.15,81.83,0.92,Sawang
3/21/2020,24.68,28.35,21.71,79.71,0.93,Sawang
3/22/2020,24.44,28.34,21.44,83.64,0.99,Sawang
3/23/2020,24.02,26.28,22.4,83.82,0.7,Sawang
3/24/2020,24.72,28.86,21.47,80.27,0.95,Sawang
3/25/2020,25.33,29.25,22.75,83.62,1.04,Sawang
3/26/2020,24.49,27.56,22.08,86.91,0.66,Sawang
3/27/2020,24.9,28.67,21.95,84.57,0.8,Sawang
3/28/2020,25.14,28.59,22.28,87.73,0.93,Sawang
3/29/2020,25.29,28.72,22.8,85.55,0.8,Sawang
3/30/2020,25.02,29.52,21.72,85.91,1.05,Sawang
3/31/2020,24.91,28.31,22.13,84,0.85,Sawang
4/1/2020,25.19,29.39,22.38,84.19,1,Sawang
4/2/2020,24.2,26.47,22.65,90.86,1.04,Sawang
4/3/2020,24.97,27.91,23.07,85,0.62,Sawang
4/4/2020,25,27.72,22.89,87.44,0.83,Sawang
4/5/2020,25.12,29.21,21.56,84.54,0.87,Sawang
4/6/2020,24.55,26.67,22.9,92.9,0.88,Sawang
4/7/2020,24.61,28.35,22.09,87.31,0.98,Sawang
4/8/2020,24.69,28.44,22.27,86.7,0.92,Sawang
4/9/2020,25.35,29.63,22.21,82.45,0.78,Sawang
4/10/2020,25.42,29.25,22.77,83.68,0.85,Sawang
4/11/2020,25.33,29.27,22.34,82.79,0.85,Sawang
4/12/2020,25.12,28.04,22.93,86.57,0.71,Sawang
4/13/2020,24.73,27.53,22.72,91.17,0.94,Sawang
4/14/2020,25.11,28.06,23.15,87.02,0.67,Sawang
4/15/2020,25.83,30.07,22.81,82.62,0.81,Sawang
4/16/2020,25.01,28.41,23.24,87.96,0.87,Sawang
4/17/2020,24.3,26.84,22.69,90.7,0.98,Sawang
4/18/2020,24.66,28.35,22.25,87.35,0.85,Sawang
4/19/2020,24.95,28.54,22.64,87.36,0.76,Sawang
4/20/2020,25.18,28.94,22.48,88.19,1.06,Sawang
4/21/2020,25.31,29.54,22.16,87.15,0.89,Sawang
4/22/2020,25.8,29.42,23.5,85.02,0.89,Sawang
4/23/2020,24.77,26.99,23.01,87.36,0.89,Sawang
4/24/2020,25.37,29.52,22.31,82.76,0.92,Sawang
4/25/2020,25.7,29.57,23.39,82.22,0.83,Sawang
4/26/2020,24.93,28.12,22.78,86.98,0.68,Sawang
4/27/2020,24.57,27.12,23.17,88.25,0.67,Sawang
4/28/2020,23.77,25.44,22.77,94.37,0.78,Sawang
4/29/2020,24.16,26.98,22.15,90.14,0.8,Sawang
4/30/2020,23.93,26.37,22.31,92.49,1.12,Sawang
5/1/2020,23.99,27.01,21.8,90.71,0.76,Sawang
5/2/2020,24,28,20.95,88.32,0.79,Sawang
5/3/2020,24.31,28.28,21.46,90.86,0.72,Sawang
5/4/2020,23.98,27.2,21.88,89.39,0.7,Sawang
5/5/2020,25.22,29.54,21.49,85.4,0.85,Sawang
5/6/2020,25.11,28.9,21.85,85.63,0.64,Sawang
5/7/2020,25.82,29.57,22.61,84.53,0.74,Sawang
5/8/2020,24.8,27.57,23.25,92.88,0.95,Sawang
5/9/2020,24.67,26.16,23.28,94.78,1.09,Sawang
5/10/2020,24.37,25.62,23.36,96.94,0.99,Sawang
5/11/2020,24.58,26.26,23.22,94.27,0.59,Sawang
5/12/2020,24.76,27.17,23.51,91.75,0.56,Sawang
5/13/2020,24.83,27.23,23.06,93.71,0.9,Sawang
5/14/2020,24.35,26.35,23.04,93.82,0.74,Sawang
5/15/2020,25.56,28.87,23.54,90.21,0.84,Sawang
5/16/2020,24.92,26.23,24.09,96.21,1.33,Sawang
5/17/2020,25.53,29.05,23.16,88.95,0.66,Sawang
5/18/2020,24.75,28.07,22.36,90.19,0.46,Sawang
5/19/2020,24.63,27.94,22.23,89.39,0.49,Sawang
5/20/2020,24.81,28.42,22.21,86.31,0.59,Sawang
5/21/2020,24.33,27.19,21.58,83.98,0.8,Sawang
5/22/2020,25.1,29.14,22.25,87.5,0.96,Sawang
5/23/2020,24.66,26.78,23.22,90.82,0.74,Sawang
5/24/2020,24.94,28.7,21.96,86.67,0.88,Sawang
5/25/2020,24.56,26.99,22.64,90.46,0.48,Sawang
5/26/2020,24.56,26.96,22.64,87.8,0.54,Sawang
5/27/2020,25.12,28.67,22.34,84.17,0.67,Sawang
5/28/2020,25.37,28.48,23.33,87.73,0.65,Sawang
5/29/2020,24.84,28.06,23.31,89.44,0.69,Sawang
5/30/2020,25.25,28.8,22.43,86.69,0.86,Sawang
5/31/2020,25.08,28.71,22.86,88.86,0.79,Sawang
6/1/2020,24.69,27.3,22.87,91.7,0.79,Sawang
6/2/2020,24.59,26.6,23.43,91.62,0.81,Sawang
6/3/2020,25.16,28.47,23.11,87.38,0.97,Sawang
6/4/2020,24.69,27.77,22.58,90.95,0.79,Sawang
6/5/2020,24.05,26.16,22,91.15,0.74,Sawang
6/6/2020,23.81,26.65,21.36,84.68,0.59,Sawang
6/7/2020,24.66,28.02,21.69,79.97,0.64,Sawang
6/8/2020,24.65,28.9,20.76,81.19,0.64,Sawang
6/9/2020,24.71,28.08,21.95,85.8,0.67,Sawang
6/10/2020,24.92,28.41,21.97,80.97,0.57,Sawang
6/11/2020,24.72,27.24,23.21,86.64,0.63,Sawang
6/12/2020,24.81,28.27,21.89,82.37,0.6,Sawang
6/13/2020,25.31,28.61,22.49,83.92,0.82,Sawang
6/14/2020,25.52,28.66,22.92,83.14,0.76,Sawang
6/15/2020,24.79,27.29,23.13,90.48,0.82,Sawang
6/16/2020,24.57,27.22,22.62,86.29,0.43,Sawang
6/17/2020,24.62,27.41,22.23,83.01,0.55,Sawang
6/18/2020,24.56,26.6,23.24,85.96,0.42,Sawang
6/19/2020,24.82,27.82,22.98,86.31,0.77,Sawang
6/20/2020,24.77,28.43,22.16,88.15,0.82,Sawang
6/21/2020,24.92,28.43,22.65,89.1,0.58,Sawang
6/22/2020,24.71,28.4,22.84,89.72,0.67,Sawang
6/23/2020,24.23,27.28,22.06,87.09,0.6,Sawang
6/24/2020,24.19,27,21.97,85.6,0.7,Sawang
6/25/2020,23.88,26.62,21.59,87.36,0.67,Sawang
6/26/2020,23.31,26.57,19.89,82.87,0.69,Sawang
6/27/2020,25.12,28.42,21.96,77.11,0.51,Sawang
6/28/2020,24.98,28.4,21.82,81.85,0.55,Sawang
6/29/2020,24.76,28.16,22.03,83.41,0.51,Sawang
6/30/2020,24.25,27.44,21.59,86,0.6,Sawang
7/1/2020,24.64,27.48,23.25,84.66,0.62,Sawang
7/2/2020,24.95,28.18,22.04,82.14,0.67,Sawang
7/3/2020,24.63,27.91,22.36,86.47,0.75,Sawang
7/4/2020,24.26,27.16,22.47,87.97,0.86,Sawang
7/5/2020,24.52,27.52,22.26,81,0.58,Sawang
7/6/2020,24.79,28.41,21.61,79.15,0.68,Sawang
7/7/2020,24.13,26.46,22.63,79.56,0.65,Sawang
7/8/2020,23.47,26.11,21.59,88.96,0.85,Sawang
7/9/2020,24.09,27.06,21.79,87.09,0.62,Sawang
7/10/2020,23.75,25.82,21.91,92.12,0.79,Sawang
7/11/2020,24.28,27.22,22.59,89.68,0.75,Sawang
7/12/2020,24.02,27.29,22.02,89.67,0.6,Sawang
7/13/2020,23.61,25.82,21.9,91.08,0.62,Sawang
7/14/2020,24.24,27.33,21.5,86.29,0.74,Sawang
7/15/2020,24.42,27.46,21.92,86.85,0.66,Sawang
7/16/2020,24.49,27.64,22.17,86.22,0.73,Sawang
7/17/2020,23.88,26.47,22.08,86.95,0.75,Sawang
7/18/2020,24.01,27.68,21.68,86.6,0.78,Sawang
7/19/2020,24.41,27.46,22.31,89.54,0.86,Sawang
7/20/2020,24.41,26.88,22.76,91.15,0.84,Sawang
7/21/2020,24.28,27.08,22.07,86.67,0.77,Sawang
7/22/2020,23.08,24.79,21.39,92.51,0.97,Sawang
7/23/2020,23.76,26.81,21.72,88.48,0.8,Sawang
7/24/2020,24.25,27.49,22,87.4,0.78,Sawang
7/25/2020,24.94,28.59,22.59,86.98,0.83,Sawang
7/26/2020,24.1,25.49,23.12,93.82,0.56,Sawang
7/27/2020,23.69,25.47,21.98,93.6,0.56,Sawang
7/28/2020,23.83,26.36,21.93,89.28,0.36,Sawang
7/29/2020,23.88,27.08,20.97,87.1,0.65,Sawang
7/30/2020,23.74,26.76,21.53,85.24,0.53,Sawang
7/31/2020,24.32,28.32,21.25,84.82,0.72,Sawang
8/1/2020,24.02,28.07,21,80.54,0.95,Sawang
8/2/2020,23.83,28.55,19.97,84.95,1,Sawang
8/3/2020,24.06,27.88,20.85,83.45,0.76,Sawang
8/4/2020,23.79,27.1,20.78,84.86,0.74,Sawang
8/5/2020,23.86,27.65,20.51,83.07,0.79,Sawang
8/6/2020,25.08,28.1,22.37,83.58,0.6,Sawang
8/7/2020,25.22,29.25,22.08,84.51,0.71,Sawang
8/8/2020,24.16,27.78,21.73,86.13,0.79,Sawang
8/9/2020,24.44,29.2,20.6,80.92,0.71,Sawang
8/10/2020,23.76,27.93,20.17,83.3,0.82,Sawang
8/11/2020,24.61,28.63,20.66,81.33,0.68,Sawang
8/12/2020,24.38,26.97,22.04,85.53,0.59,Sawang
8/13/2020,23.61,26.87,20.76,83.36,0.77,Sawang
8/14/2020,24.79,28.76,21.53,82.6,0.82,Sawang
8/15/2020,25.01,28.69,22.08,82.93,0.62,Sawang
8/16/2020,25.06,27.96,22.72,81.87,0.56,Sawang
8/17/2020,24.73,28.96,21.33,84.77,0.74,Sawang
8/18/2020,24.4,27.69,22.17,81.29,0.61,Sawang
8/19/2020,24.68,27.72,22.35,83.56,0.6,Sawang
8/20/2020,24.73,28.66,22.59,85.43,0.77,Sawang
8/21/2020,24.25,26.94,22.56,88.12,0.65,Sawang
8/22/2020,24.57,27.48,21.57,80.76,0.44,Sawang
8/23/2020,24.76,27.83,22.62,85.25,0.84,Sawang
8/24/2020,24.52,27.06,23.01,90.21,0.83,Sawang
8/25/2020,24.57,27.66,22.48,91.14,0.99,Sawang
8/26/2020,24.66,28.03,22.84,87.67,0.63,Sawang
8/27/2020,24.46,27.39,22.37,90.11,0.96,Sawang
8/28/2020,24.39,26.65,22.87,93.05,1.17,Sawang
8/29/2020,24.66,28.02,22.78,88.79,1.04,Sawang
8/30/2020,24.41,27.45,22.27,91.06,1.03,Sawang
8/31/2020,24.49,27.79,22.54,89.7,0.74,Sawang
9/1/2020,24.24,26.51,22.7,91.66,0.71,Sawang
9/2/2020,24.26,27.32,22.01,86.47,0.62,Sawang
9/3/2020,24.28,27.27,21.91,86.8,0.67,Sawang
9/4/2020,24.62,28.3,21.05,78.23,0.68,Sawang
9/5/2020,24.55,27.95,22.41,86.78,0.78,Sawang
9/6/2020,24.52,27.81,22.12,85.95,0.62,Sawang
9/7/2020,24.22,27.68,21.79,88.62,0.76,Sawang
9/8/2020,24.44,27.83,22.25,87.44,0.82,Sawang
9/9/2020,24.17,27.64,22.19,88.77,0.69,Sawang
9/10/2020,23.72,27.56,21.36,89.13,0.96,Sawang
9/11/2020,23.14,25.35,21.51,91.61,0.79,Sawang
9/12/2020,23.3,26.42,20.87,91.16,1.04,Sawang
9/13/2020,24.26,27.91,20.34,79.59,0.63,Sawang
9/14/2020,24.93,28.7,22.31,79.73,0.66,Sawang
9/15/2020,23.75,27.88,20.57,82.83,0.73,Sawang
9/16/2020,24.45,29.1,20.54,79.17,0.59,Sawang
9/17/2020,23.58,28.03,20.2,84.26,1.06,Sawang
9/18/2020,23.48,27.68,20.25,83.69,0.95,Sawang
9/19/2020,23.7,27.72,20.61,86.38,0.64,Sawang
9/20/2020,24.14,28.5,20.92,85.01,0.75,Sawang
9/21/2020,23.89,26.53,21.98,87.99,0.84,Sawang
9/22/2020,24.68,28.53,21.19,81.64,0.74,Sawang
9/23/2020,24.67,28.75,22.33,85.67,0.67,Sawang
9/24/2020,23.04,27.13,20.33,87.97,0.77,Sawang
9/25/2020,24.16,27.97,21.3,84.5,0.59,Sawang
9/26/2020,23.67,26.63,21.63,85.39,0.55,Sawang
9/27/2020,23.7,28.02,20.16,80.62,0.86,Sawang
9/28/2020,24.48,28.71,21.33,81.9,0.66,Sawang
9/29/2020,23.77,26.84,20.8,88.1,0.84,Sawang
9/30/2020,24.25,26.97,22.34,86.33,0.71,Sawang
10/1/2020,23.9,27.72,21.61,87.83,0.97,Sawang
10/2/2020,24.17,28.73,21.03,84.03,1,Sawang
10/3/2020,23.41,27.03,20.74,84.16,0.68,Sawang
10/4/2020,24.15,28.47,20.94,84.89,0.91,Sawang
10/5/2020,24.57,29.26,21,86.84,1.08,Sawang
10/6/2020,24.7,29.6,21.55,85.67,0.73,Sawang
10/7/2020,23.68,27.45,21.48,87.91,1.2,Sawang
10/8/2020,23.57,28.1,20.94,86.08,1.43,Sawang
10/9/2020,23.9,28.55,20.41,82.81,1.02,Sawang
10/10/2020,23.28,26.73,20.76,88.72,0.81,Sawang
10/11/2020,24.21,29.05,20.53,84.36,0.95,Sawang
10/12/2020,23.83,27.64,21.23,85.94,0.82,Sawang
10/13/2020,23.49,26.89,20.39,87.52,0.66,Sawang
10/14/2020,24.47,29.35,20.2,82.32,1.01,Sawang
10/15/2020,23.79,27.93,20.7,83.26,0.87,Sawang
10/16/2020,23.22,26.99,20.32,83.78,0.95,Sawang
10/17/2020,23.1,27.07,19.76,83.21,1.12,Sawang
10/18/2020,24.11,28.67,20.34,80.29,0.87,Sawang
10/19/2020,24.12,28.98,19.79,78.78,0.72,Sawang
10/20/2020,24.46,28.51,21.13,82.09,0.59,Sawang
10/21/2020,24.18,28.25,20.88,85.41,0.85,Sawang
10/22/2020,24.22,28.43,20.87,83.36,0.84,Sawang
10/23/2020,23.61,26.41,21.73,86.27,0.79,Sawang
10/24/2020,23.83,27.96,21.35,88.3,0.9,Sawang
10/25/2020,23.51,27.47,20.42,86.48,0.73,Sawang
10/26/2020,24.08,28.45,20.95,83.22,0.62,Sawang
10/27/2020,24.77,29.64,20.98,80.27,0.64,Sawang
10/28/2020,23.74,27.46,19.77,81.24,0.65,Sawang
10/29/2020,23,26.47,20.33,84,0.83,Sawang
10/30/2020,23.76,28.18,20.03,83.86,0.69,Sawang
10/31/2020,23.68,27.52,20.95,84.76,0.79,Sawang
11/1/2020,23.79,27.59,20.48,86.32,0.87,Sawang
11/2/2020,23.49,26.41,21.54,90.38,0.93,Sawang
11/3/2020,24.25,27.8,22.21,87.81,0.7,Sawang
11/4/2020,23.84,26.68,22.46,89.87,0.78,Sawang
11/5/2020,24.47,27.74,22.71,85.54,0.73,Sawang
11/6/2020,23.99,26.65,21.98,89.47,0.86,Sawang
11/7/2020,24.32,27.4,22.31,86.75,0.67,Sawang
11/8/2020,24.53,28.12,22.36,85.11,0.65,Sawang
11/9/2020,23.75,26.39,21.82,88.52,0.84,Sawang
11/10/2020,24.33,28.02,22.2,87.85,0.77,Sawang
11/11/2020,24.46,27.81,22.72,89.32,0.86,Sawang
11/12/2020,24.64,27.87,22.24,89.71,0.94,Sawang
11/13/2020,24.36,27.58,22.78,90.94,0.78,Sawang
11/14/2020,24.36,27.67,21.87,89.29,0.74,Sawang
11/15/2020,24.07,26.85,22.24,92.53,0.74,Sawang
11/16/2020,24.13,27.18,22.19,91.37,0.92,Sawang
11/17/2020,24.47,28.34,21.41,89.12,0.97,Sawang
11/18/2020,24.01,27.56,21.43,90.53,0.99,Sawang
11/19/2020,23.48,25.06,22.19,94.72,0.89,Sawang
11/20/2020,24.13,27.31,21.5,89.31,1.02,Sawang
11/21/2020,23.63,25.79,22.43,94.16,1.02,Sawang
11/22/2020,23.25,25.74,21.8,89.66,0.6,Sawang
11/23/2020,23.44,27.08,20.9,88.15,0.83,Sawang
11/24/2020,23.08,25.85,21.22,89.63,0.61,Sawang
11/25/2020,23.41,26.59,20.55,88.78,0.8,Sawang
11/26/2020,22.78,24.65,21.45,94.16,0.83,Sawang
11/27/2020,23.66,25.08,22.4,96.32,1.72,Sawang
11/28/2020,23.25,24.7,21.89,83.99,0.43,Sawang
11/29/2020,23.95,28.62,20.04,84.12,0.78,Sawang
11/30/2020,24.3,26.81,22.66,87.46,0.64,Sawang
12/1/2020,23.6,26.52,22.1,92.33,0.79,Sawang
12/2/2020,23.3,26.35,21.2,90.47,1.2,Sawang
12/3/2020,23.39,26.79,20.6,87.1,0.72,Sawang
12/4/2020,22.73,24.11,21.46,94.39,0.82,Sawang
12/5/2020,23.03,24.79,21.66,95.68,1.3,Sawang
12/6/2020,22.97,25.94,20.72,90.21,0.66,Sawang
12/7/2020,23.56,26.24,21.95,94.01,1.02,Sawang
12/8/2020,23.7,26.39,21.77,91.78,1,Sawang
12/9/2020,23.63,25.83,21.57,88.53,0.7,Sawang
12/10/2020,23.28,25.2,22,92.67,0.87,Sawang
12/11/2020,23.35,25.81,21.5,91.42,0.83,Sawang
12/12/2020,22.76,24.06,21.72,95.74,0.8,Sawang
12/13/2020,23.44,26.68,21.28,88.16,0.63,Sawang
12/14/2020,22.94,26.18,20.07,86.41,0.65,Sawang
12/15/2020,23.25,25.94,21.08,90.49,0.69,Sawang
12/16/2020,23.48,25.54,22.15,93.48,0.65,Sawang
12/17/2020,23.07,25.74,21.41,92.53,0.73,Sawang
12/18/2020,22.75,24.88,21.21,90.89,0.71,Sawang
12/19/2020,22.85,25.62,20.27,91.55,0.95,Sawang
12/20/2020,22.88,25.51,21.16,93.55,0.97,Sawang
12/21/2020,23.16,26.11,21.11,92.14,1.03,Sawang
12/22/2020,23.29,26.14,21.48,92.46,1.09,Sawang
12/23/2020,23,26.48,20.38,87.4,0.9,Sawang
12/24/2020,23.16,26.59,20.62,89.21,0.91,Sawang
12/25/2020,24.04,27.55,21.72,90.63,0.9,Sawang
12/26/2020,23.26,24.42,22.36,91.17,0.33,Sawang
12/27/2020,23.86,26.42,22.34,87.43,0.61,Sawang
12/28/2020,23.66,26.52,22.05,91.94,0.86,Sawang
12/29/2020,23.33,25.68,21.66,90.79,0.82,Sawang
12/30/2020,23.59,27.29,19.99,87.47,0.85,Sawang
12/31/2020,23.52,26.64,21.06,88.92,0.87,Sawang
1/1/2021,23.09,25.78,21.38,93.48,1.15,Sawang
1/2/2021,23.3,25.94,21.8,93.39,1.35,Sawang
1/3/2021,23.24,25.56,22.02,94.84,1.08,Sawang
1/4/2021,23.23,24.87,21.86,95.68,0.75,Sawang
1/5/2021,23.23,24.81,22.19,96.03,0.92,Sawang
1/6/2021,23.38,25.32,22.07,93.97,0.83,Sawang
1/7/2021,23.6,26.66,21.66,91.25,0.82,Sawang
1/8/2021,23.55,26.15,21.99,92.92,0.84,Sawang
1/9/2021,23.07,25.67,21.25,93.17,1.15,Sawang
1/10/2021,23.13,26.74,20.43,90.38,1.16,Sawang
1/11/2021,22.69,25.06,20.79,93.71,0.98,Sawang
1/12/2021,22.63,24.54,21.37,95.04,1.13,Sawang
1/13/2021,22.98,25.91,21.14,92.29,1.2,Sawang
1/14/2021,23.07,26.45,20.63,91.3,1.22,Sawang
1/15/2021,23.72,26.66,21.86,92.03,0.83,Sawang
1/16/2021,23.39,25.89,21.28,89.38,0.49,Sawang
1/17/2021,22.93,25.86,21,92.73,0.73,Sawang
1/18/2021,23.45,26.32,21.53,90.41,1.34,Sawang
1/19/2021,23.38,26.97,20.79,90.47,1.12,Sawang
1/20/2021,23.15,25.9,21.51,91.17,0.98,Sawang
1/21/2021,23.11,26.77,20.79,88.53,1,Sawang
1/22/2021,22.83,25.63,21.06,90.21,1.11,Sawang
1/23/2021,23.23,27,20.85,88.58,0.84,Sawang
1/24/2021,23.21,26.78,20.9,88.87,0.91,Sawang
1/25/2021,23.2,26.41,21.12,91.01,1.04,Sawang
1/26/2021,23.89,27.58,21.22,87.66,0.77,Sawang
1/27/2021,23.64,25.9,22,91.62,0.73,Sawang
1/28/2021,23.58,26.49,21.43,89.51,0.75,Sawang
1/29/2021,23.52,27.11,21.02,88.28,0.99,Sawang
1/30/2021,23.11,27.02,19.48,88.11,1,Sawang
1/31/2021,23.02,26.99,19.79,88.16,1.19,Sawang
2/1/2021,23.16,26.23,20.49,92.04,1.21,Sawang
2/2/2021,23.39,26.45,21.59,90.68,0.93,Sawang
2/3/2021,23.75,27.61,20.56,88.61,0.93,Sawang
2/4/2021,23.78,27.3,21.49,86.79,1.04,Sawang
2/5/2021,23.6,27.45,20.04,85.92,0.91,Sawang
2/6/2021,23.96,27.61,20.95,88.63,1.06,Sawang
2/7/2021,24.4,27.8,22.09,90.23,0.93,Sawang
2/8/2021,24.47,28.12,21.52,86.47,0.77,Sawang
2/9/2021,24.33,27.59,21.48,89.5,0.98,Sawang
2/10/2021,24.52,27.82,22.34,88.42,1,Sawang
2/11/2021,24.14,26.8,22.52,90.22,0.82,Sawang
2/12/2021,24.23,27.57,21.84,85.36,0.83,Sawang
2/13/2021,24.13,27.71,21.12,87.18,0.96,Sawang
2/14/2021,24.3,28.29,21.73,86.7,0.93,Sawang
2/15/2021,24.22,27.92,21.46,85.8,0.89,Sawang
2/16/2021,23.96,27.41,20.92,85.11,0.83,Sawang
2/17/2021,23.59,27.34,20.59,82.74,0.95,Sawang
2/18/2021,22.99,27.07,19.87,84.78,1.13,Sawang
2/19/2021,22.9,27.05,19.75,81.34,1.11,Sawang
2/20/2021,22.88,26.31,19.82,87.73,1.19,Sawang
2/21/2021,23.88,27.77,21.11,87.19,1.05,Sawang
2/22/2021,24.12,27.57,21.65,88.03,1.2,Sawang
2/23/2021,23.81,27.57,20.97,86.59,1.04,Sawang
2/24/2021,24.17,27.88,21.61,85.17,0.75,Sawang
2/25/2021,24.02,28.51,20.4,86.29,1.13,Sawang
2/26/2021,24.22,28.87,20.36,86.66,1.23,Sawang
2/27/2021,23.89,28.34,20.12,87.04,1.12,Sawang
2/28/2021,23.5,27.74,20.66,85.42,0.93,Sawang
3/1/2021,23.61,27.64,20.76,86.49,1.05,Sawang
3/2/2021,24.25,28.67,20.49,83.05,0.88,Sawang
3/3/2021,24.34,26.87,22.5,84.71,0.48,Sawang
3/4/2021,24.45,28.8,20.69,86.4,1.14,Sawang
3/5/2021,23.94,26.34,22.13,91.39,0.85,Sawang
3/6/2021,23.85,26.18,21.86,89.79,0.78,Sawang
3/7/2021,24.51,27.7,22.34,81.75,0.64,Sawang
3/8/2021,24.3,28.69,21.02,83.43,0.88,Sawang
3/9/2021,23.66,28.08,19.76,84.83,0.99,Sawang
3/10/2021,23.37,28.22,19.21,83.83,0.96,Sawang
3/11/2021,23.76,28.17,19.49,83.52,1,Sawang
3/12/2021,23.92,27.77,20.48,86.74,0.74,Sawang
3/13/2021,23.72,27.8,20.33,83.74,0.96,Sawang
