date,Suhu rata-rata,Suhu maksimum,Suhu minimum,Kelembapan udara,Kecepatan angin,kecamatan
1/30/2023,23.45,25.11,22.18,95,1.24,Dewantara
1/31/2023,23.29,24.82,21.96,95.06,1.2,Dewantara
2/1/2023,23.19,26.04,20.79,90.41,0.93,Dewantara
2/2/2023,23.79,26.55,21.61,85.94,0.7,Dewantara
2/3/2023,22.94,25.54,21.37,91.32,0.79,Dewantara
2/4/2023,23.66,26.32,21.55,91.08,0.74,Dewantara
2/5/2023,23.73,26.11,22.02,91.5,0.75,Dewantara
2/6/2023,23.55,25.97,21.52,91.13,0.9,Dewantara
2/7/2023,24.01,27.17,21.93,87.2,0.66,Dewantara
2/8/2023,23.51,26.11,21.63,92.71,0.82,Dewantara
2/9/2023,24.46,27.8,22.59,88.02,0.77,Dewantara
2/10/2023,23.18,24.74,20.74,95.4,0.91,Dewantara
2/11/2023,23.59,26.43,20.09,82.38,0.52,Dewantara
2/12/2023,23.77,26.42,21.33,88.75,0.95,Dewantara
2/13/2023,24.2,27.44,22.11,85.99,0.64,Dewantara
2/14/2023,23.62,26.06,21.79,91.84,0.87,Dewantara
2/15/2023,23.38,26.66,21.21,87.6,0.7,Dewantara
2/16/2023,23.51,27.67,20.09,89.16,1.26,Dewantara
2/17/2023,23.97,27.57,21.32,89.89,1.1,Dewantara
2/18/2023,23.93,26.88,22.22,90.47,1.02,Dewantara
2/19/2023,23.72,26.93,21.31,89.23,0.82,Dewantara
2/20/2023,23.75,27.72,20.35,86.56,0.94,Dewantara
2/21/2023,23.69,26.86,21.16,89.92,0.77,Dewantara
2/22/2023,23.68,25.76,22.37,90.28,0.79,Dewantara
2/23/2023,24.53,28.58,22.11,83.86,0.78,Dewantara
2/24/2023,23.62,27.08,21.35,85.86,0.9,Dewantara
2/25/2023,23.64,27.84,19.89,85.75,0.88,Dewantara
2/26/2023,23.13,27.2,19.9,88.32,1.37,Dewantara
2/27/2023,23.05,27.6,19.04,86.69,1.21,Dewantara
2/28/2023,23.42,26.54,21.26,90.05,1.14,Dewantara
3/1/2023,23.04,25.61,21.25,92.91,1.17,Dewantara
3/2/2023,23.87,28.34,19.92,83.63,1.08,Dewantara
3/3/2023,23.45,26.3,21.05,84.02,0.74,Dewantara
3/4/2023,23.41,26.46,21.16,85.98,1.13,Dewantara
3/5/2023,23.14,27.05,20.14,87.17,1.17,Dewantara
3/6/2023,23.01,27.78,19.68,84.75,1.19,Dewantara
3/7/2023,23.33,27.66,19.72,85.36,1.01,Dewantara
3/8/2023,23.88,27.92,21.05,88.29,1.19,Dewantara
3/9/2023,23.87,27.8,20.18,88.69,1.05,Dewantara
3/10/2023,24.07,27.91,21.59,90.65,0.91,Dewantara
3/11/2023,24.19,28,21.14,86.39,0.83,Dewantara
3/12/2023,24.71,28.39,22.41,86.46,1.04,Dewantara
3/13/2023,23.95,27.21,21.74,90.25,1.17,Dewantara
3/14/2023,23.67,26.64,21.31,87.18,0.84,Dewantara
3/15/2023,24.52,27.75,22.48,86.18,1,Dewantara
3/16/2023,24.14,27.65,22.27,88.76,1.17,Dewantara
3/17/2023,24.48,28.64,21.54,89.03,1.05,Dewantara
3/18/2023,24.33,27.42,22.11,91.76,1.02,Dewantara
3/19/2023,25.32,29.38,21.8,85.97,0.79,Dewantara
3/20/2023,24.24,26.01,23.06,93.14,0.85,Dewantara
3/21/2023,25.38,29.26,22.87,83.18,0.8,Dewantara
3/22/2023,25.27,29.41,22.26,82.92,0.9,Dewantara
3/23/2023,24.32,27.49,22.15,89.58,1.12,Dewantara
3/24/2023,23.85,26.41,21.6,94,1.22,Dewantara
3/25/2023,23.75,26.48,21.85,89.86,1.08,Dewantara
3/26/2023,24.08,27.37,21.3,90.98,1.03,Dewantara
3/27/2023,25.03,28.39,22.73,87.81,0.77,Dewantara
3/28/2023,25.71,28.6,24.03,84.91,0.56,Dewantara
3/29/2023,25.32,28.78,23.07,84.71,0.84,Dewantara
3/30/2023,25.15,28.71,22.22,82.73,0.79,Dewantara
3/31/2023,24.81,28.85,21.6,83.28,0.82,Dewantara
4/1/2023,24.75,28.21,21.17,83.67,0.75,Dewantara
4/2/2023,24.63,28.33,22.34,86.48,1.13,Dewantara
4/3/2023,23.98,27.18,21.45,87.07,0.89,Dewantara
4/4/2023,24.23,27.58,21.86,88.89,1.02,Dewantara
4/5/2023,24.55,28.33,21.93,84.35,1.16,Dewantara
4/6/2023,24.75,28.99,21.63,84.36,0.98,Dewantara
4/7/2023,24.24,27.04,22.01,91.75,1.01,Dewantara
4/8/2023,25.15,28.55,22.85,86.64,0.84,Dewantara
4/9/2023,25.29,28.47,22.28,82.47,0.77,Dewantara
4/10/2023,25.17,29.81,20.82,79.83,0.88,Dewantara
4/11/2023,25.85,29.95,22.77,83.16,0.79,Dewantara
4/12/2023,25.6,30.15,22.48,85.36,0.85,Dewantara
4/13/2023,25.33,29.26,22.54,87.9,0.88,Dewantara
4/14/2023,25.27,28.83,22.46,89.21,1.02,Dewantara
4/15/2023,25.35,28.87,22.77,89.35,0.98,Dewantara
4/16/2023,25.32,29.15,21.97,88.24,1.04,Dewantara
4/17/2023,25.83,29.97,22.59,85.84,0.88,Dewantara
4/18/2023,25.98,29,24.09,88.95,0.85,Dewantara
4/19/2023,25.88,27.99,24.21,92.81,1.12,Dewantara
4/20/2023,25.63,29.64,23.24,86.21,0.73,Dewantara
4/21/2023,25.36,29.36,21.83,84.23,0.78,Dewantara
4/22/2023,25.06,27.64,23.14,88.75,0.74,Dewantara
4/23/2023,24.9,27.91,22.88,88.34,0.86,Dewantara
4/24/2023,25.39,28.51,23.43,86.45,0.79,Dewantara
4/25/2023,25.94,29.1,23.59,85.25,0.84,Dewantara
4/26/2023,25.35,28.46,23.07,87.97,0.83,Dewantara
4/27/2023,25.77,29.01,23.17,84.09,0.69,Dewantara
4/28/2023,25.02,27.34,23.56,88.7,0.73,Dewantara
4/29/2023,25.09,27.86,23.14,88.4,0.76,Dewantara
4/30/2023,25.3,28.63,23.03,86.37,0.8,Dewantara
5/1/2023,26.09,29.85,22.72,82.53,0.76,Dewantara
5/2/2023,25.85,28.24,24.22,89.75,1.02,Dewantara
5/3/2023,25.55,28.61,23.56,90.33,0.8,Dewantara
5/4/2023,24.74,26.21,23.24,92.26,0.99,Dewantara
5/5/2023,25.45,29.74,22.25,86.53,0.94,Dewantara
5/6/2023,25.82,30.07,22.8,85.95,0.76,Dewantara
5/7/2023,25.66,28.83,23.42,87.86,0.66,Dewantara
5/8/2023,25.64,29.49,23.35,90.2,0.7,Dewantara
5/9/2023,25.3,28.94,22.31,83.36,0.64,Dewantara
5/10/2023,25.67,30.14,21.24,81.03,0.63,Dewantara
5/11/2023,26,29.97,22.79,82.8,0.8,Dewantara
5/12/2023,26.23,30.3,22.34,82.86,0.78,Dewantara
5/13/2023,26.79,30.43,23.66,81.09,0.64,Dewantara
5/14/2023,26.46,30.54,23.3,81.38,0.77,Dewantara
5/15/2023,25.4,27.07,24.14,86.52,0.38,Dewantara
5/16/2023,25.86,29.15,22.7,81.37,0.74,Dewantara
5/17/2023,26.32,29.31,24.45,83.27,0.59,Dewantara
5/18/2023,25.15,28.2,23.02,88.29,0.88,Dewantara
5/19/2023,24.84,28.16,22.48,90.3,0.95,Dewantara
5/20/2023,25.04,28.38,22.32,88.63,1.05,Dewantara
5/21/2023,25.24,28.42,22.73,86.87,0.87,Dewantara
5/22/2023,24.67,27.68,22.6,88.89,0.95,Dewantara
5/23/2023,24.74,28.49,21.56,84.69,0.99,Dewantara
5/24/2023,25.23,29.29,21.86,85.12,0.82,Dewantara
5/25/2023,25.45,29,22.41,87.52,0.76,Dewantara
5/26/2023,25.05,28.61,22.41,90.45,0.88,Dewantara
5/27/2023,25.35,29.95,21.84,86.64,0.92,Dewantara
5/28/2023,25.12,29.54,21.27,84.16,1,Dewantara
5/29/2023,25.1,29.56,21.51,84.92,0.83,Dewantara
5/30/2023,25.3,29.55,21.66,86.59,0.8,Dewantara
5/31/2023,25.01,28.62,22.81,88.11,0.83,Dewantara
6/1/2023,25.38,29.4,21.78,87.07,0.74,Dewantara
6/2/2023,25.99,29.83,22.76,81.48,0.61,Dewantara
6/3/2023,25.13,26.88,23.69,87.23,0.47,Dewantara
6/4/2023,25.06,28.71,21.67,82.43,0.64,Dewantara
6/5/2023,24.91,29.15,21.83,81.33,0.77,Dewantara
6/6/2023,24.02,28.22,20.82,85.78,0.88,Dewantara
6/7/2023,24.6,28.98,20.06,78.15,0.72,Dewantara
6/8/2023,25.2,29.16,21.27,77.55,0.68,Dewantara
6/9/2023,25.31,29.21,21.49,77.8,0.57,Dewantara
6/10/2023,25.27,28.79,22.71,83.6,0.66,Dewantara
6/11/2023,24.89,28.69,21.46,81.95,0.75,Dewantara
6/12/2023,24.71,28.2,21.6,79.96,0.69,Dewantara
6/13/2023,25.25,29.53,21.54,80.21,0.64,Dewantara
6/14/2023,25.2,28.87,21.33,77.03,0.63,Dewantara
6/15/2023,25.1,28.94,22.09,77.59,0.61,Dewantara
6/16/2023,24.63,29.26,20.39,82.23,0.73,Dewantara
6/17/2023,24.35,28.77,20.61,84.11,0.84,Dewantara
6/18/2023,24.75,28.16,21.43,80.12,0.6,Dewantara
6/19/2023,24.76,28.9,21.44,73.69,0.8,Dewantara
6/20/2023,24.6,28.57,20.66,81.72,0.74,Dewantara
6/21/2023,25.16,28.29,22.83,86.04,0.74,Dewantara
6/22/2023,25.32,28.11,23.53,84.88,0.48,Dewantara
6/23/2023,25.2,28.28,22.59,85.42,0.71,Dewantara
6/24/2023,25.06,28.31,22.08,84.95,0.61,Dewantara
6/25/2023,24.87,28.35,22.09,88.21,0.94,Dewantara
6/26/2023,24.73,28.31,22.38,88.04,0.86,Dewantara
6/27/2023,24.29,27.49,21.38,89.42,0.88,Dewantara
6/28/2023,24.96,28.28,22.6,87.44,0.82,Dewantara
6/29/2023,24.52,26.69,22.63,92.63,0.92,Dewantara
6/30/2023,23.91,25.93,22.02,94.71,1.07,Dewantara
7/1/2023,23.88,27.73,21.3,86.79,1,Dewantara
7/2/2023,24.08,27.57,20.63,85.35,0.76,Dewantara
7/3/2023,24.33,27.57,21.12,83.32,0.58,Dewantara
7/4/2023,25.57,28.63,22.71,81.3,0.52,Dewantara
7/5/2023,25.17,28.52,21.41,79.66,0.58,Dewantara
7/6/2023,25.53,29.06,22.66,84.04,0.69,Dewantara
7/7/2023,25.64,28.57,23.68,85.75,0.7,Dewantara
7/8/2023,24.69,27.25,22.68,86.9,0.77,Dewantara
7/9/2023,24.36,27.25,22.45,90.03,0.65,Dewantara
7/10/2023,24.09,26.89,22.02,90.84,0.53,Dewantara
7/11/2023,24.37,28.18,20.83,83.95,0.84,Dewantara
7/12/2023,25.1,28.28,22.54,82.57,0.82,Dewantara
7/13/2023,24.62,27.68,22.45,86.65,0.65,Dewantara
7/14/2023,23.88,27.5,20.95,85.7,0.76,Dewantara
7/15/2023,24.63,28.99,20.81,81.4,0.83,Dewantara
7/16/2023,24.53,28.3,20.9,81.15,0.64,Dewantara
7/17/2023,24.54,28.58,21.19,81.45,0.8,Dewantara
7/18/2023,24.43,28.41,21.02,83.31,0.76,Dewantara
7/19/2023,23.88,27.72,21.08,88.57,0.58,Dewantara
7/20/2023,24.61,29.09,20.84,84.38,0.74,Dewantara
7/21/2023,24.97,28.53,21.45,83.8,0.7,Dewantara
7/22/2023,24.76,27.11,22.69,85.4,0.67,Dewantara
7/23/2023,24.54,28.96,21,81.42,0.78,Dewantara
7/24/2023,25.15,29.27,21.91,78.59,0.71,Dewantara
7/25/2023,24.56,27.62,21.9,79.36,0.66,Dewantara
7/26/2023,24.71,28.7,21.15,77.41,0.75,Dewantara
7/27/2023,24.78,28.78,21.28,83.71,0.79,Dewantara
7/28/2023,25.22,29.51,21.64,82.88,0.9,Dewantara
7/29/2023,25.55,30.38,21.17,79.88,0.68,Dewantara
7/30/2023,24.8,28.04,21.66,86.19,0.55,Dewantara
7/31/2023,24.96,28.06,21.95,89.59,0.79,Dewantara
8/1/2023,25.2,28.64,22.92,86.27,0.6,Dewantara
8/2/2023,24.95,28.72,21.76,83.04,0.56,Dewantara
8/3/2023,25.51,29.74,21.96,81.73,0.76,Dewantara
8/4/2023,25.56,28.66,23.15,84.49,0.67,Dewantara
8/5/2023,25.91,29.02,23,79.57,0.57,Dewantara
8/6/2023,25.42,28.48,23.39,84.66,0.88,Dewantara
8/7/2023,24.51,27.86,21.49,85.36,0.8,Dewantara
8/8/2023,25.08,28.33,22.35,82.87,0.65,Dewantara
8/9/2023,24.83,27.53,22.34,85.68,0.78,Dewantara
8/10/2023,24.77,28.49,21.81,87.64,0.78,Dewantara
8/11/2023,24.82,27.48,23.15,89.9,0.58,Dewantara
8/12/2023,25.1,28.72,22.37,87.22,0.69,Dewantara
8/13/2023,24.38,26.75,22.59,92.31,0.83,Dewantara
8/14/2023,24.51,27.65,22.21,88.75,0.97,Dewantara
8/15/2023,24.29,26.74,21.84,86.84,0.69,Dewantara
8/16/2023,24.79,28.38,21.89,84.31,0.81,Dewantara
8/17/2023,25.23,28.55,22.51,84.22,0.71,Dewantara
8/18/2023,24.93,28.38,22.63,86.79,0.75,Dewantara
8/19/2023,24.76,29.4,21.14,84.14,1.19,Dewantara
8/20/2023,25.35,29.97,22.15,84.69,1.17,Dewantara
8/21/2023,24.5,28.29,21.06,83.09,0.79,Dewantara
8/22/2023,25.27,28.55,22.73,82.75,0.66,Dewantara
8/23/2023,24.65,26.98,23.18,87.71,0.66,Dewantara
8/24/2023,25.11,28.57,23,84.88,0.73,Dewantara
8/25/2023,24.67,27.45,22.97,90.02,0.8,Dewantara
8/26/2023,24.77,28.29,21.89,84.57,0.66,Dewantara
8/27/2023,24.96,28.19,22.85,87.18,0.79,Dewantara
8/28/2023,25.39,29.3,22.49,83.9,0.89,Dewantara
8/29/2023,25.14,29.72,21.5,84.07,0.84,Dewantara
8/30/2023,25.29,29.64,21.79,80.61,0.71,Dewantara
8/31/2023,24.83,28.35,21.89,83.53,0.66,Dewantara
9/1/2023,24.95,29.63,21.76,86.18,0.85,Dewantara
9/2/2023,25.24,28.61,22.34,87.35,0.92,Dewantara
9/3/2023,24.97,28.48,22.92,87.47,0.53,Dewantara
9/4/2023,23.97,26.52,22.05,89.79,0.5,Dewantara
9/5/2023,25.05,28.65,22.07,83.24,0.64,Dewantara
9/6/2023,25.07,28.23,22.55,86.35,0.69,Dewantara
9/7/2023,25.3,28.32,22.89,80.5,0.56,Dewantara
9/8/2023,25.31,28.73,23.27,80.22,0.66,Dewantara
9/9/2023,24.93,29.01,21.68,85.71,1.1,Dewantara
9/10/2023,24.67,27.92,22.11,86.12,0.74,Dewantara
9/11/2023,25.09,28.83,22.34,83.54,0.82,Dewantara
9/12/2023,24.85,27.65,22.5,84.76,0.67,Dewantara
9/13/2023,25.45,29.38,23.08,82.44,0.67,Dewantara
9/14/2023,24.88,27.9,23.2,88.63,1.01,Dewantara
9/15/2023,25,28.8,21.96,81.87,0.87,Dewantara
9/16/2023,24.79,28.24,22.73,88.31,1.16,Dewantara
9/17/2023,25.29,29.05,22.54,84.01,0.65,Dewantara
9/18/2023,24.74,27.22,22.84,85.94,0.53,Dewantara
9/19/2023,25.04,28.53,22.96,83.65,0.68,Dewantara
9/20/2023,24.27,27.32,22.36,90.17,0.82,Dewantara
9/21/2023,23.55,26.21,22.1,91.91,1.09,Dewantara
9/22/2023,24.33,26.92,21.85,89.37,0.92,Dewantara
9/23/2023,24.43,27.35,22.65,90.6,0.8,Dewantara
9/24/2023,23.84,26.63,21.78,90.22,1.23,Dewantara
9/25/2023,24.52,29.15,21.18,86.44,1,Dewantara
9/26/2023,24.8,29.19,21.23,85.15,0.67,Dewantara
9/27/2023,24.54,27.62,22.38,85.13,0.6,Dewantara
9/28/2023,25.47,30.2,21.79,83.19,0.78,Dewantara
9/29/2023,25.14,28.03,23.32,85.12,0.67,Dewantara
9/30/2023,26.11,29.67,23.22,82.08,0.66,Dewantara
10/1/2023,25.84,30.13,23.01,84.61,0.83,Dewantara
10/2/2023,25.37,29.72,22.3,87.8,0.85,Dewantara
10/3/2023,25,27.82,23.54,90.68,1.19,Dewantara
10/4/2023,24.49,27.01,22.87,91.45,1.05,Dewantara
10/5/2023,24.88,28.65,22.32,89.08,1,Dewantara
10/6/2023,24.94,27.54,23.2,90.59,0.79,Dewantara
10/7/2023,24.17,26,22.54,93.84,1.14,Dewantara
10/8/2023,24.72,28.71,22.02,88.44,1,Dewantara
10/9/2023,24.3,26.24,22.76,91.73,0.75,Dewantara
10/10/2023,24.39,28.37,22.09,86.06,0.98,Dewantara
10/11/2023,23.98,27.2,21.75,88.32,0.78,Dewantara
10/12/2023,24.36,28.23,22.02,90.68,1.05,Dewantara
10/13/2023,24.76,27.73,22.97,92.36,0.91,Dewantara
10/14/2023,24.93,27.86,22.93,91.01,1.01,Dewantara
10/15/2023,24.67,27.61,22.89,89.4,1.09,Dewantara
10/16/2023,24.7,28.06,22.07,90.1,1.03,Dewantara
10/17/2023,24.01,25.61,22.26,93.37,0.87,Dewantara
10/18/2023,24.16,27.95,21.32,88.09,0.86,Dewantara
10/19/2023,24.17,27.27,21.95,90.39,0.93,Dewantara
10/20/2023,24.21,27.84,22.15,89.14,0.67,Dewantara
10/21/2023,23.87,27.45,21.9,89.1,0.86,Dewantara
10/22/2023,23.08,24.57,21.94,93.33,0.81,Dewantara
10/23/2023,24.35,28.64,21.64,88.08,0.82,Dewantara
10/24/2023,24.34,27.65,22.19,90.76,0.95,Dewantara
10/25/2023,24.14,26.94,22.7,92.41,1,Dewantara
10/26/2023,24.63,28.28,22.04,89.13,0.9,Dewantara
10/27/2023,24.54,27.04,22.73,87.28,0.62,Dewantara
10/28/2023,24.19,26.55,22.67,90.68,0.74,Dewantara
10/29/2023,23.92,26.89,22.26,86.99,0.59,Dewantara
10/30/2023,24.32,28.25,20.63,84.3,0.85,Dewantara
10/31/2023,24.99,28.2,22.63,88.39,0.65,Dewantara
11/1/2023,24.37,27.69,22.16,87.64,0.84,Dewantara
11/2/2023,24.08,27.5,21.67,90.72,0.99,Dewantara
11/3/2023,24.59,27.77,22.74,89.67,0.82,Dewantara
11/4/2023,24.32,26.82,22.69,92.5,0.92,Dewantara
11/5/2023,24.58,27.38,22.72,90.6,0.7,Dewantara
11/6/2023,24.48,27.01,22.45,88.97,0.72,Dewantara
11/7/2023,25.08,29.21,22.49,82.82,0.66,Dewantara
11/8/2023,24.2,26.86,22.62,91.81,0.95,Dewantara
11/9/2023,24.13,27.24,21.81,89.09,0.72,Dewantara
11/10/2023,24.4,26.26,23.16,94.18,1.16,Dewantara
11/11/2023,24.21,25.83,22.93,94.54,1.09,Dewantara
11/12/2023,24.27,26.89,22.57,90.54,0.93,Dewantara
11/13/2023,24.49,27.92,22.17,91.16,1.02,Dewantara
11/14/2023,24.48,27.4,22.6,89.23,0.7,Dewantara
11/15/2023,23.9,26.53,22.15,90.42,0.57,Dewantara
11/16/2023,24.03,27.02,21.5,91.84,0.85,Dewantara
11/17/2023,24.2,27.56,21.67,89.63,0.64,Dewantara
11/18/2023,24.48,26.35,22.99,93.74,0.98,Dewantara
11/19/2023,24.66,27.37,22.54,92.69,0.95,Dewantara
11/20/2023,24.04,27.44,21.48,89.9,0.9,Dewantara
11/21/2023,23.59,26.02,21.69,86.61,0.61,Dewantara
11/22/2023,23.13,24.84,22.07,92.45,0.76,Dewantara
11/23/2023,23.35,26.44,21.14,89.91,0.71,Dewantara
11/24/2023,23.17,25.59,21.42,91.93,0.79,Dewantara
11/25/2023,23.52,26.24,21.27,90.3,0.61,Dewantara
11/26/2023,23.15,24.65,21.75,93.79,0.75,Dewantara
11/27/2023,23.44,25.04,22.21,95.51,1.17,Dewantara
11/28/2023,23.94,25.68,23.01,94.6,1.43,Dewantara
11/29/2023,24.08,25.44,22.82,97.36,1.31,Dewantara
11/30/2023,23.88,26.43,21.79,92.39,0.52,Dewantara
12/1/2023,24.26,26.92,22.63,90.57,0.68,Dewantara
12/2/2023,24.55,27.67,22.93,92.9,1.14,Dewantara
12/3/2023,24.34,26.26,23.02,95.43,1.05,Dewantara
12/4/2023,24.41,26.86,22.32,91.53,0.65,Dewantara
12/5/2023,24.31,26.24,22.66,94.94,0.93,Dewantara
12/6/2023,24.31,27.26,21.87,88.9,0.7,Dewantara
12/7/2023,24.26,27.13,22.5,88.7,0.68,Dewantara
12/8/2023,24.09,26.62,21.92,89.68,0.82,Dewantara
12/9/2023,24.71,27.01,22.67,92.94,0.74,Dewantara
12/10/2023,24.91,26.7,23.74,93.93,0.68,Dewantara
12/11/2023,25,27.92,23.2,88.94,0.76,Dewantara
12/12/2023,23.58,25.4,22.29,93.95,0.77,Dewantara
12/13/2023,24.26,27.6,21.55,86.21,0.85,Dewantara
12/14/2023,24,26.35,22.3,91.46,0.74,Dewantara
12/15/2023,23.77,25.89,21.81,95.9,0.89,Dewantara
12/16/2023,24.33,26.71,22.77,94.9,1.12,Dewantara
12/17/2023,23.73,25.04,22.51,94.23,1.02,Dewantara
12/18/2023,23.92,24.91,22.38,94.07,0.96,Dewantara
12/19/2023,24.46,27.92,21.8,87.38,0.96,Dewantara
12/20/2023,24.7,27.58,22.53,90.69,0.94,Dewantara
12/21/2023,24.4,26.5,22.44,91.59,0.93,Dewantara
12/22/2023,23.91,26.72,21.64,90.99,1.29,Dewantara
12/23/2023,24.3,27.03,22.34,91.52,1.39,Dewantara
12/24/2023,24,26.21,22.84,95.35,1.28,Dewantara
12/25/2023,23.62,24.67,22.75,96.92,1.4,Dewantara
12/26/2023,23.64,24.58,23.07,96.46,1.74,Dewantara
12/27/2023,24.5,27.57,22.59,92.16,1.39,Dewantara
12/28/2023,24.13,26.54,22.38,94.11,1.34,Dewantara
12/29/2023,24.21,26.47,22.49,91.97,0.98,Dewantara
12/30/2023,24.09,26.72,22.39,94.13,0.92,Dewantara
12/31/2023,23.59,25.84,21.97,91.41,0.82,Dewantara
1/1/2024,24.12,27.58,21.64,88.72,0.85,Dewantara
1/2/2024,24.37,27.76,21.76,89.01,0.71,Dewantara
1/3/2024,24.62,28.1,22.19,89.96,0.83,Dewantara
1/4/2024,24.43,27.47,22.1,89.99,0.81,Dewantara
1/5/2024,24.73,28.66,21.88,89.16,0.86,Dewantara
1/6/2024,24.39,27.65,22.11,88.05,0.87,Dewantara
1/7/2024,23.82,25.88,22.32,91.11,0.93,Dewantara
1/8/2024,24.42,27.22,22.16,92.48,0.92,Dewantara
1/9/2024,24.03,24.87,23.1,96.14,1.13,Dewantara
1/10/2024,24.38,27.26,22.46,91.7,0.95,Dewantara
1/11/2024,24.27,27.09,22.03,89.61,0.82,Dewantara
1/12/2024,24.43,27.63,21.7,87.43,0.95,Dewantara
1/13/2024,23.9,27.67,20.51,85.98,0.97,Dewantara
1/14/2024,23.83,26.88,21.12,88.13,0.85,Dewantara
1/15/2024,24.61,28.01,22.34,88.58,1.04,Dewantara
1/16/2024,23.94,26,22.65,93.97,1.06,Dewantara
1/17/2024,23.99,25.57,22.68,92.65,0.85,Dewantara
1/18/2024,23.93,26.25,22.13,91.55,0.88,Dewantara
1/19/2024,24.04,27.58,21.5,88.12,0.9,Dewantara
1/20/2024,24.36,28.03,21.69,87.39,0.81,Dewantara
1/21/2024,24.44,28.08,21.22,86.54,0.92,Dewantara
1/22/2024,24.74,28.37,22.06,87.84,0.93,Dewantara
1/23/2024,23.71,25.76,22.55,92.89,0.92,Dewantara
1/24/2024,24.54,27.92,22.1,89.74,1.02,Dewantara
1/25/2024,24.36,27.56,22.49,90.53,0.69,Dewantara
1/26/2024,24.21,27.16,22.28,92.68,1.22,Dewantara
1/27/2024,23.75,25.9,22.26,94.66,1.1,Dewantara
1/28/2024,23.96,26.95,21.93,91.95,1.09,Dewantara
1/29/2024,24.41,27.66,21.94,89.54,0.97,Dewantara
1/30/2024,24.78,28.34,22.33,87.92,1.15,Dewantara
1/31/2024,24.48,28.14,22.1,88.39,1.08,Dewantara
2/1/2024,24.36,28.01,20.94,87.88,0.88,Dewantara
2/2/2024,24.72,28.38,22.51,88.38,0.93,Dewantara
2/3/2024,24.77,28.3,22.05,87.39,0.84,Dewantara
2/4/2024,24.54,27.92,22.27,86.9,0.78,Dewantara
2/5/2024,24.55,28.78,21.77,86.34,0.67,Dewantara
2/6/2024,24.97,29.04,21.81,85.98,0.67,Dewantara
2/7/2024,25.1,28.84,22.57,86.84,0.73,Dewantara
2/8/2024,24.98,28.36,22.26,87.2,0.76,Dewantara
2/9/2024,25.32,28.34,22.88,88.61,0.76,Dewantara
2/10/2024,25.05,28.72,21.94,84.88,1.11,Dewantara
2/11/2024,24.5,28.12,21.94,87.05,1.53,Dewantara
2/12/2024,23.82,26.9,21.97,88.34,1.57,Dewantara
2/13/2024,24.41,28.4,21.73,87.89,1.37,Dewantara
2/14/2024,24.7,28.45,21.52,89.83,1.22,Dewantara
2/15/2024,24.27,26.6,22.4,93.76,1.24,Dewantara
2/16/2024,24.43,27.91,22.1,89.1,1.04,Dewantara
2/17/2024,24.58,28.22,21.61,86.58,0.83,Dewantara
2/18/2024,24.91,28.3,22.26,88.88,0.91,Dewantara
2/19/2024,24.81,27.67,22.92,91.6,0.91,Dewantara
2/20/2024,24.72,26.35,23.67,94.22,0.83,Dewantara
2/21/2024,25.25,28.16,23.07,90.39,0.92,Dewantara
2/22/2024,25.4,28.07,23.56,92.08,0.99,Dewantara
2/23/2024,25.49,29.43,23.09,85.98,0.66,Dewantara
2/24/2024,25.74,29.45,23.05,83,0.69,Dewantara
2/25/2024,24.76,27.77,22.72,88.38,1.08,Dewantara
2/26/2024,24.86,28.94,22.01,87.52,1.08,Dewantara
2/27/2024,24.77,28.67,22.03,85.94,1.1,Dewantara
2/28/2024,24.9,29.35,20.82,86.51,1.01,Dewantara
2/29/2024,24.94,28.66,22.5,90.47,0.98,Dewantara
3/1/2024,25.15,29.2,22.11,82.31,0.92,Dewantara
3/2/2024,25.18,28.95,22.15,85.72,0.69,Dewantara
3/3/2024,24.97,28.16,22.62,89.96,0.99,Dewantara
3/4/2024,25.32,28.05,23.06,92.16,0.84,Dewantara
3/5/2024,24.83,26.73,22.24,91.24,1.02,Dewantara
3/6/2024,24.75,28.25,22.46,85.14,0.83,Dewantara
3/7/2024,24.51,26.64,22.93,93.16,1.25,Dewantara
3/8/2024,23.39,24.94,22.11,91.55,0.76,Dewantara
3/9/2024,24.04,27.99,21.43,89.37,1.01,Dewantara
3/10/2024,24.35,27.9,22.06,87.55,0.73,Dewantara
3/11/2024,24.58,28.28,21.75,86.35,0.91,Dewantara
3/12/2024,24.5,29.37,20.6,83.3,0.9,Dewantara
3/13/2024,24.72,29.75,20.02,81.77,0.91,Dewantara
3/14/2024,25.06,29.58,21.15,84.15,0.86,Dewantara
3/15/2024,25.49,29.38,22.31,85.48,0.86,Dewantara
3/16/2024,25.19,28.8,22.89,86.17,0.8,Dewantara
3/17/2024,25.46,30.01,21.52,82.76,0.9,Dewantara
3/18/2024,24.95,28.97,22.16,86.79,0.99,Dewantara
3/19/2024,24.77,29.05,20.51,85.2,0.99,Dewantara
3/20/2024,24.79,27.24,22.52,88.36,0.71,Dewantara
3/21/2024,25.59,29.11,23.58,85.59,0.97,Dewantara
3/22/2024,25.66,28.95,22.87,84.95,0.88,Dewantara
3/23/2024,25.81,29.2,23.6,87.25,0.64,Dewantara
3/24/2024,26.2,30.54,23.41,83.3,0.66,Dewantara
3/25/2024,25.97,29.83,23.28,85.81,0.73,Dewantara
3/26/2024,25.72,28.81,23.54,83.62,0.75,Dewantara
3/27/2024,24.77,27.25,23.11,91.75,0.78,Dewantara
3/28/2024,25.78,29.8,22.45,82.75,0.81,Dewantara
