date,curah_hujan,kecamatan
20201125,5.98,Tanah Luas
20201126,41.99,Tanah Luas
20201127,9.26,Tanah Luas
20201128,16.84,Tanah Luas
20201129,3.98,Tanah Luas
20201130,1.98,Tanah Luas
20201201,18.75,Tanah Luas
20201202,33.5,Tanah Luas
20201203,4.52,Tanah Luas
20201204,95.16,Tanah Luas
20201205,48.48,Tanah Luas
20201206,9.09,Tanah Luas
20201207,4.06,Tanah Luas
20201208,1.91,Tanah Luas
20201209,0.45,Tanah Luas
20201210,7.42,Tanah Luas
20201211,5.19,Tanah Luas
20201212,19.79,Tanah Luas
20201213,11.18,Tanah Luas
20201214,8.02,Tanah Luas
20201215,13.27,Tanah Luas
20201216,23.15,Tanah Luas
20201217,9.08,Tanah Luas
20201218,2.5,Tanah Luas
20201219,4.42,Tanah Luas
20201220,14.12,Tanah Luas
20201221,12.92,Tanah Luas
20201222,6.79,Tanah Luas
20201223,0.63,Tanah Luas
20201224,0.98,Tanah Luas
20201225,5.35,Tanah Luas
20201226,28.98,Tanah Luas
20201227,1.17,Tanah Luas
20201228,2.6,Tanah Luas
20201229,1.2,Tanah Luas
20201230,0.75,Tanah Luas
20201231,1.78,Tanah Luas
20210101,11.77,Tanah Luas
20210102,21.0,Tanah Luas
20210103,15.87,Tanah Luas
20210104,15.89,Tanah Luas
20210105,9.22,Tanah Luas
20210106,2.35,Tanah Luas
20210107,2.4,Tanah Luas
20210108,2.34,Tanah Luas
20210109,4.34,Tanah Luas
20210110,4.98,Tanah Luas
20210111,10.27,Tanah Luas
20210112,13.61,Tanah Luas
20210113,11.26,Tanah Luas
20210114,2.06,Tanah Luas
20210115,3.0,Tanah Luas
20210116,16.65,Tanah Luas
20210117,6.08,Tanah Luas
20210118,1.26,Tanah Luas
20210119,2.02,Tanah Luas
20210120,1.73,Tanah Luas
20210121,0.06,Tanah Luas
20210122,1.16,Tanah Luas
20210123,0.8,Tanah Luas
20210124,4.86,Tanah Luas
20210125,5.05,Tanah Luas
20210126,0.77,Tanah Luas
20210127,1.65,Tanah Luas
20210128,0.9,Tanah Luas
20210129,0.82,Tanah Luas
20210130,0.39,Tanah Luas
20210131,0.25,Tanah Luas
20210201,2.24,Tanah Luas
20210202,3.17,Tanah Luas
20210203,0.56,Tanah Luas
20210204,0.21,Tanah Luas
20210205,0.34,Tanah Luas
20210206,0.93,Tanah Luas
20210207,0.72,Tanah Luas
20210208,0.69,Tanah Luas
20210209,24.1,Tanah Luas
20210210,10.54,Tanah Luas
20210211,3.61,Tanah Luas
20210212,0.49,Tanah Luas
20210213,16.83,Tanah Luas
20210214,1.64,Tanah Luas
20210215,0.05,Tanah Luas
20210216,0.0,Tanah Luas
20210217,0.0,Tanah Luas
20210218,0.01,Tanah Luas
20210219,0.07,Tanah Luas
20210220,0.48,Tanah Luas
20210221,0.05,Tanah Luas
20210222,0.01,Tanah Luas
20210223,0.0,Tanah Luas
20210224,0.31,Tanah Luas
20210225,0.27,Tanah Luas
20210226,0.1,Tanah Luas
20210227,0.03,Tanah Luas
20210228,0.0,Tanah Luas
20210301,0.01,Tanah Luas
20210302,0.5,Tanah Luas
20210303,3.27,Tanah Luas
20210304,1.97,Tanah Luas
20210305,1.75,Tanah Luas
20210306,3.12,Tanah Luas
20210307,2.2,Tanah Luas
20210308,0.34,Tanah Luas
20210309,0.59,Tanah Luas
20210310,0.96,Tanah Luas
20210311,0.16,Tanah Luas
20210312,24.81,Tanah Luas
20210313,8.25,Tanah Luas
20210314,1.03,Tanah Luas
20210315,2.71,Tanah Luas
20210316,2.53,Tanah Luas
20210317,1.55,Tanah Luas
20210318,1.09,Tanah Luas
20210319,0.56,Tanah Luas
20210320,0.1,Tanah Luas
20210321,0.11,Tanah Luas
20210322,2.79,Tanah Luas
20210323,16.32,Tanah Luas
20210324,6.94,Tanah Luas
20210325,3.8,Tanah Luas
20210326,10.07,Tanah Luas
20210327,19.9,Tanah Luas
20210328,14.21,Tanah Luas
20210329,21.51,Tanah Luas
20210330,1.94,Tanah Luas
20210331,4.55,Tanah Luas
20210401,3.91,Tanah Luas
20210402,1.57,Tanah Luas
20210403,2.72,Tanah Luas
20210404,29.23,Tanah Luas
20210405,16.93,Tanah Luas
20210406,22.43,Tanah Luas
20210407,17.98,Tanah Luas
20210408,0.48,Tanah Luas
20210409,0.54,Tanah Luas
20210410,1.52,Tanah Luas
20210411,0.72,Tanah Luas
20210412,2.02,Tanah Luas
20210413,3.16,Tanah Luas
20210414,4.63,Tanah Luas
20210415,1.95,Tanah Luas
20210416,1.29,Tanah Luas
20210417,1.04,Tanah Luas
20210418,0.47,Tanah Luas
20210419,4.09,Tanah Luas
20210420,0.32,Tanah Luas
20210421,0.75,Tanah Luas
20210422,1.99,Tanah Luas
20210423,2.8,Tanah Luas
20210424,4.14,Tanah Luas
20210425,1.27,Tanah Luas
20210426,1.45,Tanah Luas
20210427,1.42,Tanah Luas
20210428,1.7,Tanah Luas
20210429,1.52,Tanah Luas
20210430,2.34,Tanah Luas
20210501,0.81,Tanah Luas
20210502,1.45,Tanah Luas
20210503,1.51,Tanah Luas
20210504,2.44,Tanah Luas
20210505,2.93,Tanah Luas
20210506,4.74,Tanah Luas
20210507,2.49,Tanah Luas
20210508,3.4,Tanah Luas
20210509,0.36,Tanah Luas
20210510,0.89,Tanah Luas
20210511,1.25,Tanah Luas
20210512,1.6,Tanah Luas
20210513,7.33,Tanah Luas
20210514,5.56,Tanah Luas
20210515,4.64,Tanah Luas
20210516,2.65,Tanah Luas
20210517,4.07,Tanah Luas
20210518,1.94,Tanah Luas
20210519,1.29,Tanah Luas
20210520,10.83,Tanah Luas
20210521,12.85,Tanah Luas
20210522,0.85,Tanah Luas
20210523,0.54,Tanah Luas
20210524,0.61,Tanah Luas
20210525,21.59,Tanah Luas
20210526,10.78,Tanah Luas
20210527,12.41,Tanah Luas
20210528,1.55,Tanah Luas
20210529,2.0,Tanah Luas
20210530,2.06,Tanah Luas
20210531,5.18,Tanah Luas
20210601,6.83,Tanah Luas
20210602,2.56,Tanah Luas
20210603,2.86,Tanah Luas
20210604,124.57,Tanah Luas
20210605,8.03,Tanah Luas
20210606,1.56,Tanah Luas
20210607,1.17,Tanah Luas
20210608,0.91,Tanah Luas
20210609,4.18,Tanah Luas
20210610,0.57,Tanah Luas
20210611,1.34,Tanah Luas
20210612,1.92,Tanah Luas
20210613,1.65,Tanah Luas
20210614,1.19,Tanah Luas
20210615,1.16,Tanah Luas
20210616,0.32,Tanah Luas
20210617,0.33,Tanah Luas
20210618,0.38,Tanah Luas
20210619,4.04,Tanah Luas
20210620,3.56,Tanah Luas
20210621,10.97,Tanah Luas
20210622,4.88,Tanah Luas
20210623,2.84,Tanah Luas
20210624,2.27,Tanah Luas
20210625,10.1,Tanah Luas
20210626,7.39,Tanah Luas
20210627,9.94,Tanah Luas
20210628,0.7,Tanah Luas
20210629,3.68,Tanah Luas
20210630,2.27,Tanah Luas
20210701,0.4,Tanah Luas
20210702,2.33,Tanah Luas
20210703,3.38,Tanah Luas
20210704,5.14,Tanah Luas
20210705,26.18,Tanah Luas
20210706,17.91,Tanah Luas
20210707,1.61,Tanah Luas
20210708,4.67,Tanah Luas
20210709,17.38,Tanah Luas
20210710,20.76,Tanah Luas
20210711,9.24,Tanah Luas
20210712,1.29,Tanah Luas
20210713,9.82,Tanah Luas
20210714,3.93,Tanah Luas
20210715,1.49,Tanah Luas
20210716,0.25,Tanah Luas
20210717,0.04,Tanah Luas
20210718,0.05,Tanah Luas
20210719,0.09,Tanah Luas
20210720,1.22,Tanah Luas
20210721,3.37,Tanah Luas
20210722,4.58,Tanah Luas
20210723,0.86,Tanah Luas
20210724,0.94,Tanah Luas
20210725,0.62,Tanah Luas
20210726,0.47,Tanah Luas
20210727,0.33,Tanah Luas
20210728,2.04,Tanah Luas
20210729,2.49,Tanah Luas
20210730,6.64,Tanah Luas
20210731,5.52,Tanah Luas
20210801,8.78,Tanah Luas
20210802,2.25,Tanah Luas
20210803,8.42,Tanah Luas
20210804,1.09,Tanah Luas
20210805,0.6,Tanah Luas
20210806,0.25,Tanah Luas
20210807,0.26,Tanah Luas
20210808,0.36,Tanah Luas
20210809,6.26,Tanah Luas
20210810,15.79,Tanah Luas
20210811,5.61,Tanah Luas
20210812,3.45,Tanah Luas
20210813,6.21,Tanah Luas
20210814,5.64,Tanah Luas
20210815,10.09,Tanah Luas
20210816,13.67,Tanah Luas
20210817,1.92,Tanah Luas
20210818,10.56,Tanah Luas
20210819,11.19,Tanah Luas
20210820,4.42,Tanah Luas
20210821,28.61,Tanah Luas
20210822,19.92,Tanah Luas
20210823,27.52,Tanah Luas
20210824,10.0,Tanah Luas
20210825,10.06,Tanah Luas
20210826,4.66,Tanah Luas
20210827,1.42,Tanah Luas
20210828,1.05,Tanah Luas
20210829,2.02,Tanah Luas
20210830,10.28,Tanah Luas
20210831,2.11,Tanah Luas
20210901,21.37,Tanah Luas
20210902,15.19,Tanah Luas
20210903,1.2,Tanah Luas
20210904,0.81,Tanah Luas
20210905,0.04,Tanah Luas
20210906,0.12,Tanah Luas
20210907,1.3,Tanah Luas
20210908,7.05,Tanah Luas
20210909,5.15,Tanah Luas
20210910,1.66,Tanah Luas
20210911,18.54,Tanah Luas
20210912,5.13,Tanah Luas
20210913,3.38,Tanah Luas
20210914,0.47,Tanah Luas
20210915,2.71,Tanah Luas
20210916,3.33,Tanah Luas
20210917,1.21,Tanah Luas
20210918,2.06,Tanah Luas
20210919,4.63,Tanah Luas
20210920,4.28,Tanah Luas
20210921,3.49,Tanah Luas
20210922,4.5,Tanah Luas
20210923,0.9,Tanah Luas
20210924,1.21,Tanah Luas
20210925,1.58,Tanah Luas
20210926,6.78,Tanah Luas
20210927,3.49,Tanah Luas
20210928,5.37,Tanah Luas
20210929,3.54,Tanah Luas
20210930,17.64,Tanah Luas
20211001,15.17,Tanah Luas
20211002,0.19,Tanah Luas
20211003,3.03,Tanah Luas
20211004,3.29,Tanah Luas
20211005,2.04,Tanah Luas
20211006,7.93,Tanah Luas
20211007,3.52,Tanah Luas
20211008,1.16,Tanah Luas
20211009,1.7,Tanah Luas
20211010,0.8,Tanah Luas
20211011,0.26,Tanah Luas
20211012,0.45,Tanah Luas
20211013,0.93,Tanah Luas
20211014,2.19,Tanah Luas
20211015,1.32,Tanah Luas
20211016,38.49,Tanah Luas
20211017,23.66,Tanah Luas
20211018,1.69,Tanah Luas
20211019,8.97,Tanah Luas
20211020,9.03,Tanah Luas
20211021,1.03,Tanah Luas
20211022,2.28,Tanah Luas
20211023,15.21,Tanah Luas
20211024,7.27,Tanah Luas
20211025,3.4,Tanah Luas
20211026,18.15,Tanah Luas
20211027,14.02,Tanah Luas
20211028,5.52,Tanah Luas
20211029,14.63,Tanah Luas
20211030,28.03,Tanah Luas
20211031,4.12,Tanah Luas
20211101,3.72,Tanah Luas
20211102,3.22,Tanah Luas
20211103,4.19,Tanah Luas
20211104,3.67,Tanah Luas
20211105,7.73,Tanah Luas
20211106,25.92,Tanah Luas
20211107,3.76,Tanah Luas
20211108,16.34,Tanah Luas
20211109,3.44,Tanah Luas
20211110,13.11,Tanah Luas
20211111,7.65,Tanah Luas
20211112,1.92,Tanah Luas
20211113,0.46,Tanah Luas
20211114,0.89,Tanah Luas
20211115,3.02,Tanah Luas
20211116,11.75,Tanah Luas
20211117,12.97,Tanah Luas
20211118,0.67,Tanah Luas
20211119,4.05,Tanah Luas
20211120,2.91,Tanah Luas
20211121,4.31,Tanah Luas
20211122,1.25,Tanah Luas
20211123,2.02,Tanah Luas
20211124,4.67,Tanah Luas
20211125,2.9,Tanah Luas
20211126,2.37,Tanah Luas
20211127,12.88,Tanah Luas
20211128,13.29,Tanah Luas
20211129,38.04,Tanah Luas
20211130,8.45,Tanah Luas
20211201,16.99,Tanah Luas
20211202,4.62,Tanah Luas
20211203,25.45,Tanah Luas
20211204,4.87,Tanah Luas
20211205,4.98,Tanah Luas
20211206,1.36,Tanah Luas
20211207,1.09,Tanah Luas
20211208,0.64,Tanah Luas
20211209,1.89,Tanah Luas
20211210,2.02,Tanah Luas
20211211,2.01,Tanah Luas
20211212,1.35,Tanah Luas
20211213,0.67,Tanah Luas
20211214,2.14,Tanah Luas
20211215,2.08,Tanah Luas
20211216,3.18,Tanah Luas
20211217,17.18,Tanah Luas
20211218,28.84,Tanah Luas
20211219,16.87,Tanah Luas
20211220,12.72,Tanah Luas
20211221,16.55,Tanah Luas
20211222,0.56,Tanah Luas
20211223,0.65,Tanah Luas
20211224,0.01,Tanah Luas
20211225,0.01,Tanah Luas
20211226,0.01,Tanah Luas
20211227,0.35,Tanah Luas
20211228,0.56,Tanah Luas
20211229,0.95,Tanah Luas
20211230,67.27,Tanah Luas
20211231,90.47,Tanah Luas
20220101,17.82,Tanah Luas
20220102,4.09,Tanah Luas
20220103,3.89,Tanah Luas
20220104,16.09,Tanah Luas
20220105,3.01,Tanah Luas
20220106,0.78,Tanah Luas
20220107,0.27,Tanah Luas
20220108,1.16,Tanah Luas
20220109,1.55,Tanah Luas
20220110,2.16,Tanah Luas
20220111,0.53,Tanah Luas
20220112,1.8,Tanah Luas
20220113,1.1,Tanah Luas
20220114,0.06,Tanah Luas
20220115,0.08,Tanah Luas
20220116,0.79,Tanah Luas
20220117,3.11,Tanah Luas
20220118,1.43,Tanah Luas
20220119,0.45,Tanah Luas
20220120,0.54,Tanah Luas
20220121,1.01,Tanah Luas
20220122,0.4,Tanah Luas
20220123,1.82,Tanah Luas
20220124,34.8,Tanah Luas
20220125,7.25,Tanah Luas
20220126,1.88,Tanah Luas
20220127,0.45,Tanah Luas
20220128,0.44,Tanah Luas
20220129,0.25,Tanah Luas
20220130,0.29,Tanah Luas
20220131,0.3,Tanah Luas
20220201,0.35,Tanah Luas
20220202,0.72,Tanah Luas
20220203,0.53,Tanah Luas
20220204,1.09,Tanah Luas
20220205,2.74,Tanah Luas
20220206,21.93,Tanah Luas
20220207,3.91,Tanah Luas
20220208,1.6,Tanah Luas
20220209,11.99,Tanah Luas
20220210,10.24,Tanah Luas
20220211,5.61,Tanah Luas
20220212,3.67,Tanah Luas
20220213,1.11,Tanah Luas
20220214,4.54,Tanah Luas
20220215,59.38,Tanah Luas
20220216,34.14,Tanah Luas
20220217,7.81,Tanah Luas
20220218,14.38,Tanah Luas
20220219,18.9,Tanah Luas
20220220,0.9,Tanah Luas
20220221,0.11,Tanah Luas
20220222,1.34,Tanah Luas
20220223,1.59,Tanah Luas
20220224,1.16,Tanah Luas
20220225,14.33,Tanah Luas
20220226,43.26,Tanah Luas
20220227,35.54,Tanah Luas
20220228,15.81,Tanah Luas
20220301,6.55,Tanah Luas
20220302,2.45,Tanah Luas
20220303,1.33,Tanah Luas
20220304,1.14,Tanah Luas
20220305,8.75,Tanah Luas
20220306,1.09,Tanah Luas
20220307,1.62,Tanah Luas
20220308,9.54,Tanah Luas
20220309,6.88,Tanah Luas
20220310,9.86,Tanah Luas
20220311,1.08,Tanah Luas
20220312,0.45,Tanah Luas
20220313,1.55,Tanah Luas
20220314,2.2,Tanah Luas
20220315,2.73,Tanah Luas
20220316,1.68,Tanah Luas
20220317,24.32,Tanah Luas
20220318,8.33,Tanah Luas
20220319,6.02,Tanah Luas
20220320,6.14,Tanah Luas
20220321,1.45,Tanah Luas
20220322,1.86,Tanah Luas
20220323,3.09,Tanah Luas
20220324,2.72,Tanah Luas
20220325,1.13,Tanah Luas
20220326,1.16,Tanah Luas
20220327,1.2,Tanah Luas
20220328,0.9,Tanah Luas
20220329,1.06,Tanah Luas
20220330,1.71,Tanah Luas
20220331,1.59,Tanah Luas
20220401,2.0,Tanah Luas
20220402,18.8,Tanah Luas
20220403,26.65,Tanah Luas
20220404,1.53,Tanah Luas
20220405,8.36,Tanah Luas
20220406,3.96,Tanah Luas
20220407,2.6,Tanah Luas
20220408,1.47,Tanah Luas
20220409,1.41,Tanah Luas
20220410,0.79,Tanah Luas
20220411,0.89,Tanah Luas
20220412,0.48,Tanah Luas
20220413,0.42,Tanah Luas
20220414,0.78,Tanah Luas
20220415,0.37,Tanah Luas
20220416,0.66,Tanah Luas
20220417,0.52,Tanah Luas
20220418,0.69,Tanah Luas
20220419,4.95,Tanah Luas
20220420,21.79,Tanah Luas
20220421,2.34,Tanah Luas
20220422,0.49,Tanah Luas
20220423,1.09,Tanah Luas
20220424,0.44,Tanah Luas
20220425,4.42,Tanah Luas
20220426,8.98,Tanah Luas
20220427,1.11,Tanah Luas
20220428,0.59,Tanah Luas
20220429,1.1,Tanah Luas
20220430,1.08,Tanah Luas
20220501,1.51,Tanah Luas
20220502,6.48,Tanah Luas
20220503,36.77,Tanah Luas
20220504,7.06,Tanah Luas
20220505,13.07,Tanah Luas
20220506,11.23,Tanah Luas
20220507,7.59,Tanah Luas
20220508,2.38,Tanah Luas
20220509,1.83,Tanah Luas
20220510,3.66,Tanah Luas
20220511,2.1,Tanah Luas
20220512,1.17,Tanah Luas
20220513,1.34,Tanah Luas
20220514,1.82,Tanah Luas
20220515,2.71,Tanah Luas
20220516,3.31,Tanah Luas
20220517,0.1,Tanah Luas
20220518,0.58,Tanah Luas
20220519,0.54,Tanah Luas
20220520,0.35,Tanah Luas
20220521,0.75,Tanah Luas
20220522,1.86,Tanah Luas
20220523,0.86,Tanah Luas
20220524,1.75,Tanah Luas
20220525,1.33,Tanah Luas
20220526,1.76,Tanah Luas
20220527,1.17,Tanah Luas
20220528,2.47,Tanah Luas
20220529,1.59,Tanah Luas
20220530,0.51,Tanah Luas
20220531,1.98,Tanah Luas
20220601,28.09,Tanah Luas
20220602,3.02,Tanah Luas
20220603,7.52,Tanah Luas
20220604,3.35,Tanah Luas
20220605,22.13,Tanah Luas
20220606,28.27,Tanah Luas
20220607,3.7,Tanah Luas
20220608,0.36,Tanah Luas
20220609,1.53,Tanah Luas
20220610,4.26,Tanah Luas
20220611,16.69,Tanah Luas
20220612,7.28,Tanah Luas
20220613,8.15,Tanah Luas
20220614,6.04,Tanah Luas
20220615,13.84,Tanah Luas
20220616,8.66,Tanah Luas
20220617,1.71,Tanah Luas
20220618,10.49,Tanah Luas
20220619,3.92,Tanah Luas
20220620,7.93,Tanah Luas
20220621,15.19,Tanah Luas
20220622,5.43,Tanah Luas
20220623,11.37,Tanah Luas
20220624,1.99,Tanah Luas
20220625,2.47,Tanah Luas
20220626,4.02,Tanah Luas
20220627,1.14,Tanah Luas
20220628,1.19,Tanah Luas
20220629,1.65,Tanah Luas
20220630,0.93,Tanah Luas
20220701,11.01,Tanah Luas
20220702,4.88,Tanah Luas
20220703,2.77,Tanah Luas
20220704,4.99,Tanah Luas
20220705,2.53,Tanah Luas
20220706,1.64,Tanah Luas
20220707,0.98,Tanah Luas
20220708,5.18,Tanah Luas
20220709,3.76,Tanah Luas
20220710,0.5,Tanah Luas
20220711,4.28,Tanah Luas
20220712,8.52,Tanah Luas
20220713,0.28,Tanah Luas
20220714,0.67,Tanah Luas
20220715,1.98,Tanah Luas
20220716,1.94,Tanah Luas
20220717,1.52,Tanah Luas
20220718,0.89,Tanah Luas
20220719,1.09,Tanah Luas
20220720,0.46,Tanah Luas
20220721,7.78,Tanah Luas
20220722,4.61,Tanah Luas
20220723,1.65,Tanah Luas
20220724,3.31,Tanah Luas
20220725,3.14,Tanah Luas
20220726,2.73,Tanah Luas
20220727,3.78,Tanah Luas
20220728,4.34,Tanah Luas
20220729,5.23,Tanah Luas
20220730,2.52,Tanah Luas
20220731,1.39,Tanah Luas
20220801,2.37,Tanah Luas
20220802,11.65,Tanah Luas
20220803,8.15,Tanah Luas
20220804,0.93,Tanah Luas
20220805,0.45,Tanah Luas
20220806,0.95,Tanah Luas
20220807,0.44,Tanah Luas
20220808,0.31,Tanah Luas
20220809,0.05,Tanah Luas
20220810,0.12,Tanah Luas
20220811,0.33,Tanah Luas
20220812,1.22,Tanah Luas
20220813,19.81,Tanah Luas
20220814,8.1,Tanah Luas
20220815,3.23,Tanah Luas
20220816,3.98,Tanah Luas
20220817,10.84,Tanah Luas
20220818,29.38,Tanah Luas
20220819,16.42,Tanah Luas
20220820,3.26,Tanah Luas
20220821,0.73,Tanah Luas
20220822,4.12,Tanah Luas
20220823,1.27,Tanah Luas
20220824,1.93,Tanah Luas
20220825,17.42,Tanah Luas
20220826,11.55,Tanah Luas
20220827,2.78,Tanah Luas
20220828,2.3,Tanah Luas
20220829,3.5,Tanah Luas
20220830,6.91,Tanah Luas
20220831,1.69,Tanah Luas
20220901,5.75,Tanah Luas
20220902,3.64,Tanah Luas
20220903,7.55,Tanah Luas
20220904,3.07,Tanah Luas
20220905,0.6,Tanah Luas
20220906,4.62,Tanah Luas
20220907,7.64,Tanah Luas
20220908,1.13,Tanah Luas
20220909,0.35,Tanah Luas
20220910,0.35,Tanah Luas
20220911,0.72,Tanah Luas
20220912,0.47,Tanah Luas
20220913,1.83,Tanah Luas
20220914,2.45,Tanah Luas
20220915,2.87,Tanah Luas
20220916,1.03,Tanah Luas
20220917,4.84,Tanah Luas
20220918,1.57,Tanah Luas
20220919,1.07,Tanah Luas
20220920,3.91,Tanah Luas
20220921,5.65,Tanah Luas
20220922,0.14,Tanah Luas
20220923,3.31,Tanah Luas
20220924,2.43,Tanah Luas
20220925,0.87,Tanah Luas
20220926,3.86,Tanah Luas
20220927,29.94,Tanah Luas
20220928,5.52,Tanah Luas
20220929,10.42,Tanah Luas
20220930,3.59,Tanah Luas
20221001,1.41,Tanah Luas
20221002,0.85,Tanah Luas
20221003,4.18,Tanah Luas
20221004,66.48,Tanah Luas
20221005,91.85,Tanah Luas
20221006,25.68,Tanah Luas
20221007,51.02,Tanah Luas
20221008,8.55,Tanah Luas
20221009,1.03,Tanah Luas
20221010,0.35,Tanah Luas
20221011,2.28,Tanah Luas
20221012,1.48,Tanah Luas
20221013,0.78,Tanah Luas
20221014,3.06,Tanah Luas
20221015,5.04,Tanah Luas
20221016,10.8,Tanah Luas
20221017,1.99,Tanah Luas
20221018,3.0,Tanah Luas
20221019,25.15,Tanah Luas
20221020,17.62,Tanah Luas
20221021,12.78,Tanah Luas
20221022,3.16,Tanah Luas
20221023,5.35,Tanah Luas
20221024,1.88,Tanah Luas
20221025,5.57,Tanah Luas
20221026,15.92,Tanah Luas
20221027,4.54,Tanah Luas
20221028,4.82,Tanah Luas
20221029,3.14,Tanah Luas
20221030,5.16,Tanah Luas
20221031,4.31,Tanah Luas
20221101,8.16,Tanah Luas
20221102,1.26,Tanah Luas
20221103,13.13,Tanah Luas
20221104,11.84,Tanah Luas
20221105,15.67,Tanah Luas
20221106,36.74,Tanah Luas
20221107,16.44,Tanah Luas
20221108,5.21,Tanah Luas
20221109,1.38,Tanah Luas
20221110,16.61,Tanah Luas
20221111,20.15,Tanah Luas
20221112,9.97,Tanah Luas
20221113,16.27,Tanah Luas
20221114,24.81,Tanah Luas
20221115,14.77,Tanah Luas
20221116,3.95,Tanah Luas
20221117,2.31,Tanah Luas
20221118,22.61,Tanah Luas
20221119,19.6,Tanah Luas
20221120,1.14,Tanah Luas
20221121,2.34,Tanah Luas
20221122,1.68,Tanah Luas
20221123,2.39,Tanah Luas
20221124,3.55,Tanah Luas
20221125,7.52,Tanah Luas
20221126,7.76,Tanah Luas
20221127,0.78,Tanah Luas
20221128,0.67,Tanah Luas
20221129,2.14,Tanah Luas
20221130,2.38,Tanah Luas
20221201,5.73,Tanah Luas
20221202,11.09,Tanah Luas
20221203,14.37,Tanah Luas
20221204,5.41,Tanah Luas
20221205,8.78,Tanah Luas
20221206,6.78,Tanah Luas
20221207,17.34,Tanah Luas
20221208,49.25,Tanah Luas
20221209,20.62,Tanah Luas
20221210,27.88,Tanah Luas
20221211,10.84,Tanah Luas
20221212,11.7,Tanah Luas
20221213,19.93,Tanah Luas
20221214,22.12,Tanah Luas
20221215,5.46,Tanah Luas
20221216,0.62,Tanah Luas
20221217,19.22,Tanah Luas
20221218,85.29,Tanah Luas
20221219,26.81,Tanah Luas
20221220,8.04,Tanah Luas
20221221,8.81,Tanah Luas
20221222,1.88,Tanah Luas
20221223,0.32,Tanah Luas
20221224,0.33,Tanah Luas
20221225,0.14,Tanah Luas
20221226,3.09,Tanah Luas
20221227,6.73,Tanah Luas
20221228,0.16,Tanah Luas
20221229,4.89,Tanah Luas
20221230,2.78,Tanah Luas
20221231,0.01,Tanah Luas
20230101,0.24,Tanah Luas
20230102,1.11,Tanah Luas
20230103,0.72,Tanah Luas
20230104,0.84,Tanah Luas
20230105,0.7,Tanah Luas
20230106,3.59,Tanah Luas
20230107,5.63,Tanah Luas
20230108,3.0,Tanah Luas
20230109,1.1,Tanah Luas
20230110,1.03,Tanah Luas
20230111,2.03,Tanah Luas
20230112,1.96,Tanah Luas
20230113,2.28,Tanah Luas
20230114,1.3,Tanah Luas
20230115,3.78,Tanah Luas
20230116,3.05,Tanah Luas
20230117,1.6,Tanah Luas
20230118,0.39,Tanah Luas
20230119,1.35,Tanah Luas
20230120,26.3,Tanah Luas
20230121,61.28,Tanah Luas
20230122,38.38,Tanah Luas
20230123,13.65,Tanah Luas
20230124,15.28,Tanah Luas
20230125,1.68,Tanah Luas
20230126,4.36,Tanah Luas
20230127,2.89,Tanah Luas
20230128,2.7,Tanah Luas
20230129,1.64,Tanah Luas
20230130,1.6,Tanah Luas
20230131,4.81,Tanah Luas
20230201,1.27,Tanah Luas
20230202,0.18,Tanah Luas
20230203,9.92,Tanah Luas
20230204,12.33,Tanah Luas
20230205,0.99,Tanah Luas
20230206,0.89,Tanah Luas
20230207,0.42,Tanah Luas
20230208,1.64,Tanah Luas
20230209,1.76,Tanah Luas
20230210,14.22,Tanah Luas
20230211,2.28,Tanah Luas
20230212,0.67,Tanah Luas
20230213,0.76,Tanah Luas
20230214,1.21,Tanah Luas
20230215,1.19,Tanah Luas
20230216,1.63,Tanah Luas
20230217,0.76,Tanah Luas
20230218,1.16,Tanah Luas
20230219,5.75,Tanah Luas
20230220,2.04,Tanah Luas
20230221,1.57,Tanah Luas
20230222,2.89,Tanah Luas
20230223,0.26,Tanah Luas
20230224,0.34,Tanah Luas
20230225,0.34,Tanah Luas
20230226,2.21,Tanah Luas
20230227,1.34,Tanah Luas
20230228,3.37,Tanah Luas
20230301,8.09,Tanah Luas
20230302,2.18,Tanah Luas
20230303,5.96,Tanah Luas
20230304,0.82,Tanah Luas
20230305,1.04,Tanah Luas
20230306,0.15,Tanah Luas
20230307,0.38,Tanah Luas
20230308,0.42,Tanah Luas
20230309,6.98,Tanah Luas
20230310,5.46,Tanah Luas
20230311,1.16,Tanah Luas
20230312,1.23,Tanah Luas
20230313,2.6,Tanah Luas
20230314,0.62,Tanah Luas
20230315,0.25,Tanah Luas
20230316,0.04,Tanah Luas
20230317,0.04,Tanah Luas
20230318,5.25,Tanah Luas
20230319,2.26,Tanah Luas
20230320,1.11,Tanah Luas
20230321,0.31,Tanah Luas
20230322,0.38,Tanah Luas
20230323,1.55,Tanah Luas
20230324,1.35,Tanah Luas
20230325,0.65,Tanah Luas
20230326,3.06,Tanah Luas
20230327,1.74,Tanah Luas
20230328,2.37,Tanah Luas
20230329,0.76,Tanah Luas
20230330,1.23,Tanah Luas
20230331,0.64,Tanah Luas
20230401,1.0,Tanah Luas
20230402,6.28,Tanah Luas
20230403,4.06,Tanah Luas
20230404,0.64,Tanah Luas
20230405,0.04,Tanah Luas
20230406,0.21,Tanah Luas
20230407,1.53,Tanah Luas
20230408,1.08,Tanah Luas
20230409,1.68,Tanah Luas
20230410,0.28,Tanah Luas
20230411,0.42,Tanah Luas
20230412,0.14,Tanah Luas
20230413,0.14,Tanah Luas
20230414,0.11,Tanah Luas
20230415,0.12,Tanah Luas
20230416,1.35,Tanah Luas
20230417,0.45,Tanah Luas
