date,curah_hujan,kecamatan
20230619,0.08,Pirak Timur
20230620,0.11,Pirak Timur
20230621,0.26,Pirak Timur
20230622,2.52,Pirak Timur
20230623,0.74,Pirak Timur
20230624,0.1,Pirak Timur
20230625,2.87,Pirak Timur
20230626,6.13,Pirak Timur
20230627,38.12,Pirak Timur
20230628,29.07,Pirak Timur
20230629,19.56,Pirak Timur
20230630,20.38,Pirak Timur
20230701,3.25,Pirak Timur
20230702,1.19,Pirak Timur
20230703,1.73,Pirak Timur
20230704,0.71,Pirak Timur
20230705,0.77,Pirak Timur
20230706,0.39,Pirak Timur
20230707,0.82,Pirak Timur
20230708,3.21,Pirak Timur
20230709,2.7,Pirak Timur
20230710,15.53,Pirak Timur
20230711,6.88,Pirak Timur
20230712,1.33,Pirak Timur
20230713,1.9,Pirak Timur
20230714,2.31,Pirak Timur
20230715,1.17,Pirak Timur
20230716,0.62,Pirak Timur
20230717,1.14,Pirak Timur
20230718,12.95,Pirak Timur
20230719,8.84,Pirak Timur
20230720,1.31,Pirak Timur
20230721,0.45,Pirak Timur
20230722,0.92,Pirak Timur
20230723,0.14,Pirak Timur
20230724,0.15,Pirak Timur
20230725,2.59,Pirak Timur
20230726,1.89,Pirak Timur
20230727,1.13,Pirak Timur
20230728,0.6,Pirak Timur
20230729,2.74,Pirak Timur
20230730,6.42,Pirak Timur
20230731,18.45,Pirak Timur
20230801,2.2,Pirak Timur
20230802,0.53,Pirak Timur
20230803,0.28,Pirak Timur
20230804,1.11,Pirak Timur
20230805,0.57,Pirak Timur
20230806,0.47,Pirak Timur
20230807,24.99,Pirak Timur
20230808,5.0,Pirak Timur
20230809,4.5,Pirak Timur
20230810,0.38,Pirak Timur
20230811,1.78,Pirak Timur
20230812,3.24,Pirak Timur
20230813,6.15,Pirak Timur
20230814,4.55,Pirak Timur
20230815,2.75,Pirak Timur
20230816,3.98,Pirak Timur
20230817,5.26,Pirak Timur
20230818,3.68,Pirak Timur
20230819,0.48,Pirak Timur
20230820,0.53,Pirak Timur
20230821,52.45,Pirak Timur
20230822,13.66,Pirak Timur
20230823,3.41,Pirak Timur
20230824,0.74,Pirak Timur
20230825,5.98,Pirak Timur
20230826,3.42,Pirak Timur
20230827,0.33,Pirak Timur
20230828,0.58,Pirak Timur
20230829,7.2,Pirak Timur
20230830,5.68,Pirak Timur
20230831,6.91,Pirak Timur
20230901,4.28,Pirak Timur
20230902,1.58,Pirak Timur
20230903,12.26,Pirak Timur
20230904,13.74,Pirak Timur
20230905,5.65,Pirak Timur
20230906,0.39,Pirak Timur
20230907,0.38,Pirak Timur
20230908,0.61,Pirak Timur
20230909,1.38,Pirak Timur
20230910,5.5,Pirak Timur
20230911,2.48,Pirak Timur
20230912,1.11,Pirak Timur
20230913,2.06,Pirak Timur
20230914,2.37,Pirak Timur
20230915,3.19,Pirak Timur
20230916,18.42,Pirak Timur
20230917,6.76,Pirak Timur
20230918,1.98,Pirak Timur
20230919,2.83,Pirak Timur
20230920,13.41,Pirak Timur
20230921,5.87,Pirak Timur
20230922,8.89,Pirak Timur
20230923,54.35,Pirak Timur
20230924,3.4,Pirak Timur
20230925,4.89,Pirak Timur
20230926,2.56,Pirak Timur
20230927,3.89,Pirak Timur
20230928,0.72,Pirak Timur
20230929,1.77,Pirak Timur
20230930,0.36,Pirak Timur
20231001,6.62,Pirak Timur
20231002,8.68,Pirak Timur
20231003,3.42,Pirak Timur
20231004,8.76,Pirak Timur
20231005,33.71,Pirak Timur
20231006,10.63,Pirak Timur
20231007,4.95,Pirak Timur
20231008,8.97,Pirak Timur
20231009,6.24,Pirak Timur
20231010,5.49,Pirak Timur
20231011,3.1,Pirak Timur
20231012,1.43,Pirak Timur
20231013,10.09,Pirak Timur
20231014,7.26,Pirak Timur
20231015,3.8,Pirak Timur
20231016,4.6,Pirak Timur
20231017,4.37,Pirak Timur
20231018,1.76,Pirak Timur
20231019,2.9,Pirak Timur
20231020,6.6,Pirak Timur
20231021,0.96,Pirak Timur
20231022,10.15,Pirak Timur
20231023,7.54,Pirak Timur
20231024,8.21,Pirak Timur
20231025,5.95,Pirak Timur
20231026,6.96,Pirak Timur
20231027,5.08,Pirak Timur
20231028,5.65,Pirak Timur
20231029,8.09,Pirak Timur
20231030,4.44,Pirak Timur
20231031,4.97,Pirak Timur
20231101,58.97,Pirak Timur
20231102,18.83,Pirak Timur
20231103,0.99,Pirak Timur
20231104,1.52,Pirak Timur
20231105,2.08,Pirak Timur
20231106,3.94,Pirak Timur
20231107,3.6,Pirak Timur
20231108,3.74,Pirak Timur
20231109,7.52,Pirak Timur
20231110,3.88,Pirak Timur
20231111,9.99,Pirak Timur
20231112,3.54,Pirak Timur
20231113,4.44,Pirak Timur
20231114,2.83,Pirak Timur
20231115,10.63,Pirak Timur
20231116,3.76,Pirak Timur
20231117,4.23,Pirak Timur
20231118,2.79,Pirak Timur
20231119,4.48,Pirak Timur
20231120,3.21,Pirak Timur
20231121,5.6,Pirak Timur
20231122,1.06,Pirak Timur
20231123,5.94,Pirak Timur
20231124,4.63,Pirak Timur
20231125,22.58,Pirak Timur
20231126,8.46,Pirak Timur
20231127,18.03,Pirak Timur
20231128,13.82,Pirak Timur
20231129,25.23,Pirak Timur
20231130,10.95,Pirak Timur
20231201,29.32,Pirak Timur
20231202,18.47,Pirak Timur
20231203,1.63,Pirak Timur
20231204,12.99,Pirak Timur
20231205,19.45,Pirak Timur
20231206,2.77,Pirak Timur
20231207,2.13,Pirak Timur
20231208,0.88,Pirak Timur
20231209,3.34,Pirak Timur
20231210,3.45,Pirak Timur
20231211,3.33,Pirak Timur
20231212,2.48,Pirak Timur
20231213,1.6,Pirak Timur
20231214,2.26,Pirak Timur
20231215,16.78,Pirak Timur
20231216,2.25,Pirak Timur
20231217,1.3,Pirak Timur
20231218,1.83,Pirak Timur
20231219,0.64,Pirak Timur
20231220,1.73,Pirak Timur
20231221,0.96,Pirak Timur
20231222,1.98,Pirak Timur
20231223,10.14,Pirak Timur
20231224,72.28,Pirak Timur
20231225,109.25,Pirak Timur
20231226,10.58,Pirak Timur
20231227,1.38,Pirak Timur
20231228,7.72,Pirak Timur
20231229,6.72,Pirak Timur
20231230,5.12,Pirak Timur
20231231,4.15,Pirak Timur
20240101,1.79,Pirak Timur
20240102,4.33,Pirak Timur
20240103,0.77,Pirak Timur
20240104,0.4,Pirak Timur
20240105,2.97,Pirak Timur
20240106,2.39,Pirak Timur
20240107,4.99,Pirak Timur
20240108,6.55,Pirak Timur
20240109,6.31,Pirak Timur
20240110,1.46,Pirak Timur
20240111,0.55,Pirak Timur
20240112,0.09,Pirak Timur
20240113,0.07,Pirak Timur
20240114,0.17,Pirak Timur
20240115,0.16,Pirak Timur
20240116,3.77,Pirak Timur
20240117,6.5,Pirak Timur
20240118,2.08,Pirak Timur
20240119,0.86,Pirak Timur
20240120,1.17,Pirak Timur
20240121,0.54,Pirak Timur
20240122,0.32,Pirak Timur
20240123,0.73,Pirak Timur
20240124,0.65,Pirak Timur
20240125,12.45,Pirak Timur
20240126,4.04,Pirak Timur
20240127,2.18,Pirak Timur
20240128,2.92,Pirak Timur
20240129,2.02,Pirak Timur
20240130,0.39,Pirak Timur
20240131,0.06,Pirak Timur
20240201,0.05,Pirak Timur
20240202,0.1,Pirak Timur
20240203,0.06,Pirak Timur
20240204,0.72,Pirak Timur
20240205,2.35,Pirak Timur
20240206,0.3,Pirak Timur
20240207,0.1,Pirak Timur
20240208,0.35,Pirak Timur
20240209,0.61,Pirak Timur
20240210,0.37,Pirak Timur
20240211,1.23,Pirak Timur
20240212,3.52,Pirak Timur
20240213,0.81,Pirak Timur
20240214,1.23,Pirak Timur
20240215,2.55,Pirak Timur
20240216,2.05,Pirak Timur
20240217,0.79,Pirak Timur
20240218,3.0,Pirak Timur
20240219,4.71,Pirak Timur
20240220,1.46,Pirak Timur
20240221,0.5,Pirak Timur
20240222,0.88,Pirak Timur
20240223,2.53,Pirak Timur
20240224,0.59,Pirak Timur
20240225,0.07,Pirak Timur
20240226,0.1,Pirak Timur
20240227,0.1,Pirak Timur
20240228,0.19,Pirak Timur
20240229,4.51,Pirak Timur
20240301,0.43,Pirak Timur
20240302,0.27,Pirak Timur
20240303,1.38,Pirak Timur
20240304,1.1,Pirak Timur
20240305,1.32,Pirak Timur
20240306,0.23,Pirak Timur
20240307,2.8,Pirak Timur
20240308,3.77,Pirak Timur
20240309,1.43,Pirak Timur
20240310,0.73,Pirak Timur
20240311,0.07,Pirak Timur
20240312,0.0,Pirak Timur
20240313,0.01,Pirak Timur
20240314,0.25,Pirak Timur
20240315,0.56,Pirak Timur
20240316,0.64,Pirak Timur
20240317,0.1,Pirak Timur
20240318,0.24,Pirak Timur
20240319,0.54,Pirak Timur
20240320,4.43,Pirak Timur
20240321,0.71,Pirak Timur
20240322,0.56,Pirak Timur
20240323,0.35,Pirak Timur
20240324,0.13,Pirak Timur
20240325,1.08,Pirak Timur
20240326,0.4,Pirak Timur
20240327,6.43,Pirak Timur
20240328,5.8,Pirak Timur
20240329,3.9,Pirak Timur
20240330,3.79,Pirak Timur
20240331,1.82,Pirak Timur
20240401,1.54,Pirak Timur
20240402,2.43,Pirak Timur
20240403,1.92,Pirak Timur
20240404,0.53,Pirak Timur
20240405,1.0,Pirak Timur
20240406,0.38,Pirak Timur
20240407,0.02,Pirak Timur
20240408,0.71,Pirak Timur
20240409,1.96,Pirak Timur
20240410,2.52,Pirak Timur
20240411,0.88,Pirak Timur
20240412,0.54,Pirak Timur
20240413,2.31,Pirak Timur
20240414,1.36,Pirak Timur
20240415,2.9,Pirak Timur
20240416,9.86,Pirak Timur
20240417,3.79,Pirak Timur
20240418,16.22,Pirak Timur
20240419,32.53,Pirak Timur
20240420,15.35,Pirak Timur
20240421,0.46,Pirak Timur
20240422,0.68,Pirak Timur
20240423,0.39,Pirak Timur
20240424,2.22,Pirak Timur
20240425,1.97,Pirak Timur
20240426,0.32,Pirak Timur
20240427,0.94,Pirak Timur
20240428,2.19,Pirak Timur
20240429,0.99,Pirak Timur
20240430,0.76,Pirak Timur
20240501,1.05,Pirak Timur
20240502,1.68,Pirak Timur
20240503,6.94,Pirak Timur
20240504,8.54,Pirak Timur
20240505,0.3,Pirak Timur
20240506,2.96,Pirak Timur
20240507,2.81,Pirak Timur
20240508,0.47,Pirak Timur
20240509,0.24,Pirak Timur
20240510,1.56,Pirak Timur
20240511,1.77,Pirak Timur
20240512,14.8,Pirak Timur
20240513,1.09,Pirak Timur
20240514,0.51,Pirak Timur
20240515,4.19,Pirak Timur
20240516,6.62,Pirak Timur
20240517,7.41,Pirak Timur
20240518,9.88,Pirak Timur
20240519,30.76,Pirak Timur
20240520,6.92,Pirak Timur
20240521,42.73,Pirak Timur
20240522,19.1,Pirak Timur
20240523,1.48,Pirak Timur
20240524,0.81,Pirak Timur
20240525,0.66,Pirak Timur
20240526,0.9,Pirak Timur
20240527,0.92,Pirak Timur
20240528,20.46,Pirak Timur
20240529,0.82,Pirak Timur
20240530,1.22,Pirak Timur
20240531,7.37,Pirak Timur
20240601,1.43,Pirak Timur
20240602,1.15,Pirak Timur
20240603,1.39,Pirak Timur
20240604,0.36,Pirak Timur
20240605,1.67,Pirak Timur
20240606,1.44,Pirak Timur
20240607,1.31,Pirak Timur
20240608,0.47,Pirak Timur
20240609,0.33,Pirak Timur
20240610,0.92,Pirak Timur
20240611,0.15,Pirak Timur
20240612,5.33,Pirak Timur
20240613,4.09,Pirak Timur
20240614,1.0,Pirak Timur
20240615,17.24,Pirak Timur
20240616,7.03,Pirak Timur
20240617,3.15,Pirak Timur
20240618,1.04,Pirak Timur
20240619,4.5,Pirak Timur
20240620,2.37,Pirak Timur
20240621,2.8,Pirak Timur
20240622,4.41,Pirak Timur
20240623,7.74,Pirak Timur
20240624,12.92,Pirak Timur
20240625,6.08,Pirak Timur
20240626,1.79,Pirak Timur
20240627,59.95,Pirak Timur
20240628,6.43,Pirak Timur
20240629,1.9,Pirak Timur
20240630,17.27,Pirak Timur
20240701,0.8,Pirak Timur
20240702,0.51,Pirak Timur
20240703,0.78,Pirak Timur
20240704,5.75,Pirak Timur
20240705,0.66,Pirak Timur
20240706,0.76,Pirak Timur
20240707,1.48,Pirak Timur
20240708,0.28,Pirak Timur
20240709,1.79,Pirak Timur
20240710,4.43,Pirak Timur
20240711,4.17,Pirak Timur
20240712,0.96,Pirak Timur
20240713,0.54,Pirak Timur
20240714,1.22,Pirak Timur
20240715,0.89,Pirak Timur
20240716,1.06,Pirak Timur
20240717,1.09,Pirak Timur
20240718,8.28,Pirak Timur
20240719,3.0,Pirak Timur
20240720,0.8,Pirak Timur
20240721,0.21,Pirak Timur
20240722,0.1,Pirak Timur
20240723,0.28,Pirak Timur
20240724,0.12,Pirak Timur
20240725,0.24,Pirak Timur
20240726,0.43,Pirak Timur
20240727,0.43,Pirak Timur
20240728,13.02,Pirak Timur
20240729,6.05,Pirak Timur
20240730,1.27,Pirak Timur
20240731,22.57,Pirak Timur
20240801,17.89,Pirak Timur
20240802,0.8,Pirak Timur
20240803,13.33,Pirak Timur
20240804,9.05,Pirak Timur
20240805,16.94,Pirak Timur
20240806,10.0,Pirak Timur
20240807,0.84,Pirak Timur
20240808,1.12,Pirak Timur
20240809,22.1,Pirak Timur
20240810,20.29,Pirak Timur
20240811,3.34,Pirak Timur
20240812,0.57,Pirak Timur
20240813,0.49,Pirak Timur
20240814,0.71,Pirak Timur
20240815,1.58,Pirak Timur
20240816,2.18,Pirak Timur
20240817,2.9,Pirak Timur
20240818,6.23,Pirak Timur
20240819,2.18,Pirak Timur
20240820,4.21,Pirak Timur
20240821,4.32,Pirak Timur
20240822,5.13,Pirak Timur
20240823,10.17,Pirak Timur
20240824,3.82,Pirak Timur
20240825,5.06,Pirak Timur
20240826,10.14,Pirak Timur
20240827,15.66,Pirak Timur
20240828,6.75,Pirak Timur
20240829,0.88,Pirak Timur
20240830,1.37,Pirak Timur
20240831,1.44,Pirak Timur
20240901,0.94,Pirak Timur
20240902,114.79,Pirak Timur
20240903,37.71,Pirak Timur
20240904,1.07,Pirak Timur
20240905,1.13,Pirak Timur
20240906,3.5,Pirak Timur
20240907,2.45,Pirak Timur
20240908,8.08,Pirak Timur
20240909,0.8,Pirak Timur
20240910,0.87,Pirak Timur
20240911,3.58,Pirak Timur
20240912,1.86,Pirak Timur
20240913,2.48,Pirak Timur
20240914,90.96,Pirak Timur
20240915,1.73,Pirak Timur
20240916,10.59,Pirak Timur
20240917,9.88,Pirak Timur
20240918,1.32,Pirak Timur
20240919,2.28,Pirak Timur
20240920,5.22,Pirak Timur
20240921,0.64,Pirak Timur
20240922,1.47,Pirak Timur
20240923,2.49,Pirak Timur
20240924,4.81,Pirak Timur
20240925,1.75,Pirak Timur
20240926,0.78,Pirak Timur
20240927,2.05,Pirak Timur
20240928,3.35,Pirak Timur
20240929,1.68,Pirak Timur
20240930,1.07,Pirak Timur
20241001,0.68,Pirak Timur
20241002,5.91,Pirak Timur
20241003,8.56,Pirak Timur
20241004,8.31,Pirak Timur
20241005,12.59,Pirak Timur
20241006,19.78,Pirak Timur
20241007,5.74,Pirak Timur
20241008,8.71,Pirak Timur
20241009,4.61,Pirak Timur
20241010,7.47,Pirak Timur
20241011,6.03,Pirak Timur
20241012,1.82,Pirak Timur
20241013,2.14,Pirak Timur
20241014,3.78,Pirak Timur
20241015,3.11,Pirak Timur
20241016,1.79,Pirak Timur
20241017,1.14,Pirak Timur
20241018,7.23,Pirak Timur
20241019,10.65,Pirak Timur
20241020,0.86,Pirak Timur
20241021,0.03,Pirak Timur
20241022,0.03,Pirak Timur
20241023,0.51,Pirak Timur
20241024,4.64,Pirak Timur
20241025,0.4,Pirak Timur
20241026,0.53,Pirak Timur
20241027,0.64,Pirak Timur
20241028,0.71,Pirak Timur
20241029,3.94,Pirak Timur
20241030,6.55,Pirak Timur
20241031,1.66,Pirak Timur
20241101,3.02,Pirak Timur
20241102,2.45,Pirak Timur
20241103,1.86,Pirak Timur
20241104,1.38,Pirak Timur
20241105,4.0,Pirak Timur
20241106,3.31,Pirak Timur
20241107,2.45,Pirak Timur
20241108,2.28,Pirak Timur
20241109,1.01,Pirak Timur
20241110,4.4,Pirak Timur
20241111,18.38,Pirak Timur
20241112,6.78,Pirak Timur
20241113,2.96,Pirak Timur
20241114,3.43,Pirak Timur
20241115,2.17,Pirak Timur
20241116,4.44,Pirak Timur
20241117,3.16,Pirak Timur
20241118,10.33,Pirak Timur
20241119,10.62,Pirak Timur
20241120,16.28,Pirak Timur
20241121,22.69,Pirak Timur
20241122,11.37,Pirak Timur
20241123,5.85,Pirak Timur
20241124,3.63,Pirak Timur
20241125,10.79,Pirak Timur
20241126,5.7,Pirak Timur
20241127,10.53,Pirak Timur
20241128,21.91,Pirak Timur
20241129,6.48,Pirak Timur
20241130,26.05,Pirak Timur
20241201,29.02,Pirak Timur
20241202,2.58,Pirak Timur
20241203,12.46,Pirak Timur
20241204,8.0,Pirak Timur
20241205,3.06,Pirak Timur
20241206,14.54,Pirak Timur
20241207,1.57,Pirak Timur
20241208,3.14,Pirak Timur
20241209,4.34,Pirak Timur
20241210,18.68,Pirak Timur
20241211,2.32,Pirak Timur
20241212,1.09,Pirak Timur
20241213,28.19,Pirak Timur
20241214,0.14,Pirak Timur
20241215,9.43,Pirak Timur
20241216,12.58,Pirak Timur
20241217,2.2,Pirak Timur
20241218,0.66,Pirak Timur
20241219,1.65,Pirak Timur
20241220,2.85,Pirak Timur
20241221,1.63,Pirak Timur
20241222,4.47,Pirak Timur
20241223,3.36,Pirak Timur
20241224,4.98,Pirak Timur
20241225,0.73,Pirak Timur
20241226,0.01,Pirak Timur
20241227,1.17,Pirak Timur
20241228,0.41,Pirak Timur
20241229,3.3,Pirak Timur
20241230,11.6,Pirak Timur
20241231,12.83,Pirak Timur
20250101,0.62,Pirak Timur
20250102,7.29,Pirak Timur
20250103,5.41,Pirak Timur
20250104,1.72,Pirak Timur
20250105,0.9,Pirak Timur
20250106,16.52,Pirak Timur
20250107,6.52,Pirak Timur
20250108,8.13,Pirak Timur
20250109,1.26,Pirak Timur
20250110,0.35,Pirak Timur
20250111,21.98,Pirak Timur
20250112,22.47,Pirak Timur
20250113,12.67,Pirak Timur
20250114,5.18,Pirak Timur
20250115,15.72,Pirak Timur
20250116,18.43,Pirak Timur
20250117,2.53,Pirak Timur
20250118,9.19,Pirak Timur
20250119,1.26,Pirak Timur
20250120,0.23,Pirak Timur
20250121,0.18,Pirak Timur
20250122,1.6,Pirak Timur
20250123,2.29,Pirak Timur
20250124,3.56,Pirak Timur
20250125,4.93,Pirak Timur
20250126,3.19,Pirak Timur
20250127,3.64,Pirak Timur
20250128,4.69,Pirak Timur
20250129,0.96,Pirak Timur
20250130,0.46,Pirak Timur
20250131,0.01,Pirak Timur
20250201,0.0,Pirak Timur
20250202,0.01,Pirak Timur
20250203,0.0,Pirak Timur
20250204,0.01,Pirak Timur
20250205,0.4,Pirak Timur
20250206,0.13,Pirak Timur
20250207,0.09,Pirak Timur
20250208,0.0,Pirak Timur
20250209,0.21,Pirak Timur
20250210,0.27,Pirak Timur
20250211,0.62,Pirak Timur
20250212,0.87,Pirak Timur
20250213,8.37,Pirak Timur
20250214,28.66,Pirak Timur
20250215,2.34,Pirak Timur
20250216,0.4,Pirak Timur
20250217,3.53,Pirak Timur
20250218,1.84,Pirak Timur
20250219,0.21,Pirak Timur
20250220,0.05,Pirak Timur
20250221,1.18,Pirak Timur
20250222,2.11,Pirak Timur
20250223,2.14,Pirak Timur
20250224,7.98,Pirak Timur
20250225,7.32,Pirak Timur
20250226,2.74,Pirak Timur
20250227,2.61,Pirak Timur
20250228,5.54,Pirak Timur
20250301,2.94,Pirak Timur
20250302,0.23,Pirak Timur
20250303,0.09,Pirak Timur
20250304,1.06,Pirak Timur
20250305,3.69,Pirak Timur
20250306,11.68,Pirak Timur
20250307,3.39,Pirak Timur
20250308,133.77,Pirak Timur
20250309,107.87,Pirak Timur
20250310,1.38,Pirak Timur
20250311,2.16,Pirak Timur
20250312,1.62,Pirak Timur
20250313,15.29,Pirak Timur
20250314,9.84,Pirak Timur
20250315,0.52,Pirak Timur
20250316,0.23,Pirak Timur
20250317,0.39,Pirak Timur
20250318,0.8,Pirak Timur
20250319,1.97,Pirak Timur
20250320,0.76,Pirak Timur
20250321,1.01,Pirak Timur
20250322,11.31,Pirak Timur
20250323,17.92,Pirak Timur
20250324,5.35,Pirak Timur
20250325,6.28,Pirak Timur
20250326,44.99,Pirak Timur
20250327,42.27,Pirak Timur
20250328,4.91,Pirak Timur
20250329,2.5,Pirak Timur
20250330,0.3,Pirak Timur
20250331,3.1,Pirak Timur
20250401,0.93,Pirak Timur
20250402,0.81,Pirak Timur
20250403,4.35,Pirak Timur
20250404,6.82,Pirak Timur
20250405,0.65,Pirak Timur
20250406,2.46,Pirak Timur
20250407,1.6,Pirak Timur
20250408,8.9,Pirak Timur
20250409,2.01,Pirak Timur
20250410,26.54,Pirak Timur
20250411,3.36,Pirak Timur
20250412,5.89,Pirak Timur
20250413,5.84,Pirak Timur
20250414,0.93,Pirak Timur
20250415,4.49,Pirak Timur
20250416,15.88,Pirak Timur
20250417,0.83,Pirak Timur
20250418,1.02,Pirak Timur
20250419,1.88,Pirak Timur
20250420,4.53,Pirak Timur
20250421,3.37,Pirak Timur
20250422,35.88,Pirak Timur
20250423,5.46,Pirak Timur
20250424,0.69,Pirak Timur
20250425,0.73,Pirak Timur
20250426,1.13,Pirak Timur
20250427,2.51,Pirak Timur
20250428,4.56,Pirak Timur
20250429,21.57,Pirak Timur
20250430,12.45,Pirak Timur
20250501,1.04,Pirak Timur
20250502,1.09,Pirak Timur
20250503,17.67,Pirak Timur
20250504,18.29,Pirak Timur
20250505,3.2,Pirak Timur
20250506,4.47,Pirak Timur
20250507,1.17,Pirak Timur
20250508,3.19,Pirak Timur
20250509,0.86,Pirak Timur
20250510,1.55,Pirak Timur
20250511,1.11,Pirak Timur
20250512,11.01,Pirak Timur
20250513,8.76,Pirak Timur
20250514,4.94,Pirak Timur
20250515,1.82,Pirak Timur
20250516,32.76,Pirak Timur
20250517,2.3,Pirak Timur
20250518,0.75,Pirak Timur
20250519,1.15,Pirak Timur
20250520,0.54,Pirak Timur
20250521,1.52,Pirak Timur
20250522,2.42,Pirak Timur
20250523,1.69,Pirak Timur
20250524,2.84,Pirak Timur
20250525,2.69,Pirak Timur
20250526,3.75,Pirak Timur
20250527,0.38,Pirak Timur
20250528,0.11,Pirak Timur
20250529,0.25,Pirak Timur
20250530,0.36,Pirak Timur
20250531,0.3,Pirak Timur
20250601,0.36,Pirak Timur
20250602,0.48,Pirak Timur
20250603,0.67,Pirak Timur
20250604,1.83,Pirak Timur
20250605,25.71,Pirak Timur
20250606,6.51,Pirak Timur
20250607,3.86,Pirak Timur
20250608,4.86,Pirak Timur
20250609,14.23,Pirak Timur
20250610,7.1,Pirak Timur
20250611,15.37,Pirak Timur
20250612,5.8,Pirak Timur
20250613,0.52,Pirak Timur
20250614,0.64,Pirak Timur
20250615,2.98,Pirak Timur
20250616,3.04,Pirak Timur
20250617,1.03,Pirak Timur
20250618,0.46,Pirak Timur
20250619,1.27,Pirak Timur
20250620,2.91,Pirak Timur
20250621,2.07,Pirak Timur
20250622,0.59,Pirak Timur
20250623,1.94,Pirak Timur
20250624,0.64,Pirak Timur
20250625,0.4,Pirak Timur
20250626,0.24,Pirak Timur
20250627,0.17,Pirak Timur
20250628,0.33,Pirak Timur
20250629,0.15,Pirak Timur
20250630,0.05,Pirak Timur
20250701,0.25,Pirak Timur
20250702,1.63,Pirak Timur
20250703,1.14,Pirak Timur
20250704,2.06,Pirak Timur
20250705,1.56,Pirak Timur
20250706,0.94,Pirak Timur
20250707,1.19,Pirak Timur
20250708,1.83,Pirak Timur
20250709,1.86,Pirak Timur
20250710,4.42,Pirak Timur
20250711,4.61,Pirak Timur
20250712,6.79,Pirak Timur
20250713,0.84,Pirak Timur
20250714,18.43,Pirak Timur
20250715,3.21,Pirak Timur
20250716,1.11,Pirak Timur
20250717,1.02,Pirak Timur
20250718,0.45,Pirak Timur
20250719,1.28,Pirak Timur
20250720,1.91,Pirak Timur
20250721,0.39,Pirak Timur
20250722,0.17,Pirak Timur
20250723,0.2,Pirak Timur
20250724,0.23,Pirak Timur
20250725,0.07,Pirak Timur
20250726,0.04,Pirak Timur
20250727,0.07,Pirak Timur
20250728,0.08,Pirak Timur
20250729,0.14,Pirak Timur
20250730,0.88,Pirak Timur
20250731,1.43,Pirak Timur
20250801,3.15,Pirak Timur
20250802,2.14,Pirak Timur
20250803,0.76,Pirak Timur
20250804,0.45,Pirak Timur
20250805,1.4,Pirak Timur
20250806,2.76,Pirak Timur
20250807,27.38,Pirak Timur
20250808,4.44,Pirak Timur
20250809,2.91,Pirak Timur
20250810,2.6,Pirak Timur
20250811,2.35,Pirak Timur
20250812,2.11,Pirak Timur
20250813,1.06,Pirak Timur
20250814,3.4,Pirak Timur
20250815,4.57,Pirak Timur
20250816,1.51,Pirak Timur
20250817,1.29,Pirak Timur
20250818,1.13,Pirak Timur
20250819,1.5,Pirak Timur
20250820,0.72,Pirak Timur
20250821,2.2,Pirak Timur
20250822,25.56,Pirak Timur
20250823,4.17,Pirak Timur
20250824,0.91,Pirak Timur
20250825,1.18,Pirak Timur
20250826,0.51,Pirak Timur
20250827,2.52,Pirak Timur
20250828,2.44,Pirak Timur
20250829,2.8,Pirak Timur
20250830,1.43,Pirak Timur
20250831,2.47,Pirak Timur
20250901,3.94,Pirak Timur
20250902,3.58,Pirak Timur
20250903,8.29,Pirak Timur
20250904,0.94,Pirak Timur
20250905,0.45,Pirak Timur
20250906,4.83,Pirak Timur
20250907,5.23,Pirak Timur
20250908,1.55,Pirak Timur
20250909,1.9,Pirak Timur
20250910,4.39,Pirak Timur
20250911,1.52,Pirak Timur
20250912,1.7,Pirak Timur
20250913,1.23,Pirak Timur
20250914,19.78,Pirak Timur
20250915,7.08,Pirak Timur
20250916,1.6,Pirak Timur
20250917,0.87,Pirak Timur
20250918,2.05,Pirak Timur
20250919,0.41,Pirak Timur
20250920,0.45,Pirak Timur
20250921,0.37,Pirak Timur
20250922,1.18,Pirak Timur
20250923,11.49,Pirak Timur
20250924,1.42,Pirak Timur
20250925,0.78,Pirak Timur
20250926,2.16,Pirak Timur
20250927,1.43,Pirak Timur
20250928,2.15,Pirak Timur
20250929,3.02,Pirak Timur
20250930,2.17,Pirak Timur
20251001,12.42,Pirak Timur
20251002,1.37,Pirak Timur
20251003,4.07,Pirak Timur
20251004,10.59,Pirak Timur
20251005,1.92,Pirak Timur
20251006,4.43,Pirak Timur
20251007,6.58,Pirak Timur
20251008,3.66,Pirak Timur
20251009,5.17,Pirak Timur
20251010,19.6,Pirak Timur
20251011,4.24,Pirak Timur
20251012,0.54,Pirak Timur
20251013,0.59,Pirak Timur
20251014,1.79,Pirak Timur
20251015,4.28,Pirak Timur
20251016,3.79,Pirak Timur
20251017,1.59,Pirak Timur
20251018,25.81,Pirak Timur
20251019,86.88,Pirak Timur
20251020,6.02,Pirak Timur
20251021,1.4,Pirak Timur
20251022,2.82,Pirak Timur
20251023,31.76,Pirak Timur
20251024,7.46,Pirak Timur
20251025,4.2,Pirak Timur
20251026,5.57,Pirak Timur
20251027,4.14,Pirak Timur
20251028,2.04,Pirak Timur
20251029,12.07,Pirak Timur
20251030,25.18,Pirak Timur
20251031,2.96,Pirak Timur
20251101,2.45,Pirak Timur
20251102,2.33,Pirak Timur
20251103,17.43,Pirak Timur
20251104,1.33,Pirak Timur
20251105,1.18,Pirak Timur
20251106,4.61,Pirak Timur
20251107,2.44,Pirak Timur
20251108,2.12,Pirak Timur
